CODIGO INEI;CODIGO CPNP;NOMBREDD;NOMBREPP;NOMBREDI;GPS;MACREGPOL/FP;REGPOL;DIVPOL/DIVOPUS;COMISARÍA;TIPO*;RURAL*;SECTORIAL*;ZONAL*;;;
0599;3115;JUNIN;CHANCHAMAYO;PICHANAQUI;-10.92721657,-74.87355961;JUNIN;JUNIN;DIVOPUS CHANCHAMAYO;CPNP PICHANAQUI;B;X;;;;;
0600;3120;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;-10.8879609,-75.28732449;JUNIN;JUNIN;DIVOPUS CHANCHAMAYO;CPNP SAN LUIS DE SHUARO;D;X;;;;;
0613;3135;JUNIN;TARMA;PALCA;-11.34447371,-75.56509177;JUNIN;JUNIN;DIVOPUS CHANCHAMAYO;CPNP PALCA;D;X;;;;;
0612;3140;JUNIN;TARMA;HUASAHUASI;-11.2656246,-75.64917801;JUNIN;JUNIN;DIVOPUS CHANCHAMAYO;CPNP HUASAHUASI;D;X;;;;;
0611;3142;JUNIN;TARMA;ACOBAMBA;-11.35315639,-75.65873384;JUNIN;JUNIN;DIVOPUS CHANCHAMAYO;CPNP ACOBAMBA;D;X;;;;;
2003;7590;JUNIN;SATIPO;SATIPO;-11.2559095,-74.63845519;JUNIN;JUNIN;DIVOPUS CHANCHAMAYO;CPNP SATIPO;B;X;;;;;
0610;7830;JUNIN;TARMA;TARMA;-11.41895617,-75.6868751;JUNIN;JUNIN;DIVOPUS CHANCHAMAYO;CPNP TARMA;A;;X;;;;
0585;3000;JUNIN;HUANCAYO;HUANCAYO;-12.06449892,-75.20736742;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP HUANCAYO;A;;;;;;
0586;3002;JUNIN;HUANCAYO;CHILCA;-12.08057272,-75.20785938;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP CHILCA;A;;;;;;
0588;3004;JUNIN;HUANCAYO;EL TAMBO;-12.05731959,-75.21738693;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP EL TAMBO;A;;;;;;
0589;3006;JUNIN;HUANCAYO;HUAYUCACHI;-12.13838444,-75.22358889;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP HUAYUCACHI;B;X;;;;;
0592;3008;JUNIN;HUANCAYO;SAPALLANGA;-12.14372018,-75.16212937;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP SAPALLANGA;C;X;;;;;
0590;3010;JUNIN;HUANCAYO;SAN AGUSTIN;-11.99167266,-75.24651894;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP SAN AGUSTIN DE CAJAS;C;X;;;;;
0587;3012;JUNIN;HUANCAYO;CHONGOS ALTO;-12.31131184,-75.28863654;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP CHONGOS ALTO;C;X;;;;;
0593;3014;JUNIN;HUANCAYO;SICAYA;-12.01541797,-75.27951367;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP CMDTE FERRER PELAYO ALIAGA MIRANDA SICAYA;C;X;;;;;
0609;3018;JUNIN;JUNIN;ULCUMAYO;-10.96827614,-75.88049702;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP ULCUMAYO;D;X;;;;;
0607;3022;JUNIN;JUNIN;JUNIN;-11.16266219,-75.99347116;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP JUNIN;B;;X;;;;
0615;3028;JUNIN;YAULI;MOROCOCHA;-11.58751134,-76.06255349;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP MOROCOCHA;C;X;;;;;
0596;3034;JUNIN;CONCEPCION;ORCOTUNA;-11.96710038,-75.30721848;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP ORCOTUNA;C;X;;;;;
0591;3036;JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;-11.94964771,-75.28232782;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP SAN JERONIMO DE TUNAN;C;X;;;;;
0604;3041;JUNIN;JAUJA;APATA;-11.854617,-75.354028;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP APATA;C;X;;;;;
0606;3042;JUNIN;JAUJA;SINCOS;-11.89144312,-75.38675857;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP SINCOS;C;X;;;;;
0603;3043;JUNIN;JAUJA;ACOLLA;-11.73505831,-75.54305016;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP ACOLLA;C;X;;;;;
0605;3044;JUNIN;JAUJA;CANCHAYLLO;-11.7842781,-75.71752056;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP PACHACAYO;C;X;;;;;
0608;3047;JUNIN;JUNIN;CARHUAMAYO;-10.93403017,-76.05420784;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP CARHUAMAYO;D;X;;;;;
0594;3050;JUNIN;CONCEPCION;CONCEPCION;-11.91878003,-75.31454353;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP CONCEPCION;A;;X;;;;
0602;7815;JUNIN;JAUJA;JAUJA;-11.77796693,-75.4970804;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP JAUJA;A;;X;;;;
0614;7820;JUNIN;YAULI;LA OROYA;-11.52247353,-75.90908703;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP YAULI-LA OROYA;A;;X;;;;
0616;7825;JUNIN;CHUPACA;CHUPACA;-12.06007486,-75.28797107;JUNIN;JUNIN;DIVOPUS HUANCAYO;CPNP CHUPACA;A;X;;;;;
0196;1201;LA LIBERTAD;ASCOPE;ASCOPE;-7.71354433,-79.10697767;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP ASCOPE;B;;X;;;;
0200;1203;LA LIBERTAD;ASCOPE;CHOCOPE;-7.791152,-79.22330339;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP CHOCOPE;C;X;;;;;
0206;1206;LA LIBERTAD;ASCOPE;CASA GRANDE;-7.74503147,-79.1884337;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP CASA GRANDE;C;X;;;;;
0202;1209;LA LIBERTAD;ASCOPE;PAIJAN;-7.73572616,-79.30479798;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP PAIJAN;A;X;X;;;;
0198;1212;LA LIBERTAD;ASCOPE;CHICAMA;-7.84511373,-79.14686323;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP CHICAMA;D;X;;;;;
0205;1215;LA LIBERTAD;ASCOPE;SANTIAGO DE CAO;-7.96016994,-79.23903258;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP SANTIAGO DE CAO;D;X;;;;;
0197;1218;LA LIBERTAD;ASCOPE;CHICAMA;-7.8372608,-79.16212274;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP CHICLIN;D;X;;;;;
0204;1221;LA LIBERTAD;ASCOPE;SANTIAGO DE CAO;-7.88662234,-79.22040829;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP CARTAVIO;C;X;;;;;
0201;1224;LA LIBERTAD;ASCOPE;MAGDALENA DE CAO;-7.87806654,-79.29400763;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP MAGDALENA DE CAO;D;X;;;;;
0203;1227;LA LIBERTAD;ASCOPE;RAZURI;-7.70096697,-79.43761769;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP RAZURI;C;X;;;;;
0199;1230;LA LIBERTAD;ASCOPE;CHICAMA;-7.73590096,-79.00729299;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP SAUSAL;D;X;;;;;
0207;1233;LA LIBERTAD;ASCOPE;CASA GRANDE;-7.76497355,-79.14651689;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP ROMA;E;X;;;;;
0244;1251;LA LIBERTAD;GRAN CHIMU;CASCAS;-7.48066344,-78.8182063;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP CASCAS-GRAN CHIMU;C;X;X;;;;
0247;1254;LA LIBERTAD;GRAN CHIMU;MARMOT;-7.69818127,-78.62586619;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP COMPIN;E;X;;;;;
0248;1257;LA LIBERTAD;GRAN CHIMU;SAYAPULLO;-7.5957274,-78.46623662;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP SAYAPULLO;D;X;;;;;
0245;1260;LA LIBERTAD;GRAN CHIMU;CASCAS;-7.594582,-78.889628;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP PUNTA MORENO;D;X;;;;;
0246;1263;LA LIBERTAD;GRAN CHIMU;LUCMA;-7.64069437,-78.55204719;LA LIBERTAD;LA LIBERTAD;DIVOPUS PAIJAN;CPNP LUCMA;E;X;;;;;
0178;1082;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.10351908,-79.01033735;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP LA NORIA;A;;;;;;
0177;1085;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.114033,-79.026365;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP AYACUCHO;A;;;;;;
0180;1088;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.10720782,-79.03946916;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP EL ALAMBRE;A;;;;;;
0195;1092;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;-8.14081705,-79.05253932;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP BUENOS AIRES;B;;;;;;
0191;1098;LA LIBERTAD;TRUJILLO;MOCHE;-8.17066029,-79.01098586;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP MOCHE;B;X;X;;;;
0187;1102;LA LIBERTAD;TRUJILLO;HUANCHACO;-8.0794644,-79.12159583;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP HUANCHACO;C;X;;;;;
0190;1105;LA LIBERTAD;TRUJILLO;SALAVERRY;-8.18080955,-78.994208;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP MIRAMAR;C;X;;;;;
0193;1108;LA LIBERTAD;TRUJILLO;SALAVERRY;-8.219613,-78.978818;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP SALAVERRY;C;X;;;;;
0188;1113;LA LIBERTAD;TRUJILLO;LA ESPERANZA;-8.05644788,-79.05343398;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP LA ESPERANZA JERUSALEN;A;;;;;;
0181;1114;LA LIBERTAD;TRUJILLO;LA ESPERANZA;-8.08396602,-79.04009837;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP BELLAVISTA;B;;;;;;
0186;1115;LA LIBERTAD;TRUJILLO;HUANCHACO;-8.02336254,-79.06644;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP EL MILAGRO;B;X;;;;;
0182;1122;LA LIBERTAD;TRUJILLO;EL PORVENIR;-8.08611172,-79.00450284;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP NICOLAS ALCAZAR;B;;;;;;
0185;1123;LA LIBERTAD;TRUJILLO;FLORENCIA DE MORA;-8.08535882,-79.02402388;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP FLORENCIA DE MORA;B;X;;;;;
0184;1124;LA LIBERTAD;TRUJILLO;EL PORVENIR;-8.06829029,-79.02185128;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP ALTO TRUJILLO;B;X;;;;;
0183;1125;LA LIBERTAD;TRUJILLO;EL PORVENIR;-8.07875825,-78.99960987;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP SANCHEZ CARRION;A;;X;;;;
0189;1128;LA LIBERTAD;TRUJILLO;LAREDO;-8.0918812,-78.9603321;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP LAREDO;B;X;X;;;;
0192;1132;LA LIBERTAD;TRUJILLO;POROTO;-8.01101973,-78.76910689;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP POROTO;E;X;;;;;
0194;1135;LA LIBERTAD;TRUJILLO;SIMBAL;-7.9764324,-78.81396659;LA LIBERTAD;LA LIBERTAD;DIVOPUS TRUJILLO;CPNP SIMBAL;E;X;;;;;
0217;1138;LA LIBERTAD;OTUZCO;OTUZCO;-7.90523735,-78.56511557;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP OTUZCO;B;X;X;;;;
0225;1142;LA LIBERTAD;OTUZCO;OTUZCO;-7.99523203,-78.68319098;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP SAMNE;E;;;;;;
0223;1145;LA LIBERTAD;OTUZCO;SINSICAP;-7.85155915,-78.75449365;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP SINSICAP;D;X;;;;;
0219;1148;LA LIBERTAD;OTUZCO;CHARAT;-7.82320096,-78.44832824;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP CHARAT;E;X;;;;;
0224;1150;LA LIBERTAD;OTUZCO;USQUIL;-7.81644964,-78.41734861;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP USQUIL;D;X;;;;;
0220;1152;LA LIBERTAD;OTUZCO;HUARANCHAL;-7.68953672,-78.44251219;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP HUARANCHAL;E;X;;;;;
3007;1154;LA LIBERTAD;OTUZCO;CHARAT;-7.76637241,-78.4785868;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP CALLANCAS;E;X;;;;;
0215;1158;LA LIBERTAD;JULCAN;JULCAN;-8.04276771,-78.48697972;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP JULCAN;C;X;;X;;;
0221;1162;LA LIBERTAD;OTUZCO;MACHE;-8.03081371,-78.53407491;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP MACHE;E;X;;;;;
0218;1164;LA LIBERTAD;OTUZCO;AGALLPAMPA;-7.98198121,-78.54630922;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP AGALLPAMPA;D;X;;;;;
0216;1166;LA LIBERTAD;JULCAN;CARABAMBA;-8.11083481,-78.60633377;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP CARABAMBA;E;X;;;;;
0222;1167;LA LIBERTAD;OTUZCO;SALPO;-8.00264489,-78.59812552;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP SALPO;E;X;;;;;
0249;1168;LA LIBERTAD;VIRU;VIRU;-8.41513317,-78.75496717;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP VIRU;B;X;X;;;;
0251;1170;LA LIBERTAD;VIRU;CHAO;-8.53748051,-78.67918484;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP CHAO;D;X;;;;;
0250;1172;LA LIBERTAD;VIRU;VIRU;-8.40465276,-78.82218269;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP VICTOR RAUL HAYA DE LA TORRE;C;X;;;;;
0252;1174;LA LIBERTAD;VIRU;GUADALUPITO;-8.95126213,-78.62422098;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP GUADALUPITO;D;;;;;;
0230;1183;LA LIBERTAD;PACASMAYO;PACASMAYO;-7.39930027,-79.57121491;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP PACASMAYO;A;;X;;;;
0226;1186;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;-7.42460358,-79.5029164;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP SAN PEDRO DE LLOC;B;X;;;;;
0227;1189;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.247909,-79.47643877;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP GUADALUPE;B;X;;;;;
0228;1192;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.30376549,-79.48014159;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP CIUDAD DE DIOS;C;X;;;;;
0231;1195;LA LIBERTAD;PACASMAYO;SAN JOSE;-7.34975886,-79.45638237;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP SAN JOSE;D;X;;;;;
0229;1198;LA LIBERTAD;PACASMAYO;JEQUETEPEQUE;-7.33745788,-79.5639038;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP JEQUETEPEQUE;D;X;;;;;
0210;1236;LA LIBERTAD;CHEPEN;CHEPEN;-7.23189556,-79.42438745;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP CHEPEN;B;X;;;;;
0212;1239;LA LIBERTAD;CHEPEN;PACANGA;-7.17092864,-79.48575176;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP PACANGA;D;X;;;;;
0213;1242;LA LIBERTAD;CHEPEN;PACANGA;-7.15907317,-79.44387505;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP PACANGUILLA;E;X;;;;;
0214;1245;LA LIBERTAD;CHEPEN;PUEBLO NUEVO;-7.18827516,-79.51493434;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP PUEBLO NUEVO;E;X;;;;;
0211;1248;LA LIBERTAD;CHEPEN;CHEPEN;-7.24177556,-79.39861511;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP TALAMBO;E;X;;;;;
0236;1266;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8169462,-78.0423777;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP HUAMACHUCO;A;;X;;;;
0238;1269;LA LIBERTAD;SANCHEZ CARRION;SARIN;-7.90950445,-77.91009816;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP SARIN;E;X;;;;;
0237;1272;LA LIBERTAD;SANCHEZ CARRION;CURGOS;-7.86177434,-77.94502023;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP CURGOS;E;X;;;;;
0115;1275;LA LIBERTAD;BOLIVAR;BOLIVAR;-7.15377953,-77.70321981;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP BOLIVAR;E;X;;;;;
8103;1276;LA LIBERTAD;BOLIVAR;BAMBAMARCA;-7.4396606,-77.69285541;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP BAMBAMARCA;E;X;;;;;
0209;1278;LA LIBERTAD;BOLIVAR;UCHUMARCA;-7.04656457,-77.80563249;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP UCHUMARCA;E;;;;;;
0232;1281;LA LIBERTAD;PATAZ;TAYABAMBA;-8.296243,-77.305127;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP TAYABAMBA PATAZ;C;X;;X;;;
0233;1284;LA LIBERTAD;PATAZ;PARCOY;-8.02077735,-77.475623;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP RETAMAS;D;X;;;;;
5020;1285;LA LIBERTAD;PATAZ;PARCOY;-8.03779963,-77.45023796;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP LLACUABAMBA;D;X;;;;;
0234;1287;LA LIBERTAD;PATAZ;PATAZ;-7.833162,-77.634778;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP CHAGUAL;D;X;;;;;
0235;1288;LA LIBERTAD;PATAZ;PATAZ;-7.72787177,-77.66352929;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP VIJUS;E;X;;;;;
5019;1289;LA LIBERTAD;PATAZ;CHILLIA;-8.12416228,-77.5152969;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP CHILLIA;D;X;;;;;
0239;1290;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;-8.14538461,-78.1736834;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP SANTIAGO DE CHUCO;B;X;;;;;
0241;1293;LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA;-8.13358405,-78.05637313;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP ANGASMARCA;E;X;;;;;
0240;1296;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;-8.01321277,-78.32646182;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP SHOREY;E;X;;;;;
0243;1299;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;-8.00056626,-78.30978371;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP QUIRUVILCA;E;X;;;;;
0242;1302;LA LIBERTAD;SANTIAGO DE CHUCO;CACHICADAN;-8.09395341,-78.14976394;LA LIBERTAD;LA LIBERTAD;REGPOL LA LIBERTAD;CPNP CACHICADAN;E;X;;;;;
0129;0802;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.771077,-79.835565;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP CESAR LLATAS CASTRO;A;;;;;;
0139;0804;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;-6.75261187,-79.84265129;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP JOSE LEONARDO ORTIZ;A;;;;;;
0141;0806;LAMBAYEQUE;CHICLAYO;LA VICTORIA;-6.798673,-79.835768;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP LA VICTORIA;A;;;;;;
0130;0808;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.76944737,-79.85570227;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP DEL NORTE;B;;;;;;
0133;0810;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.76830595,-79.83000309;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP CAMPODONICO;B;;;;;;
0140;0812;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;-6.75910468,-79.82570635;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP ATUSPARIA;B;;;;;;
0134;0814;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.76607733,-79.84471269;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP EL PORVENIR;C;;;;;;
0143;0820;LAMBAYEQUE;CHICLAYO;MONSEFU;-6.87796991,-79.87231319;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP MONSEFU;B;X;X;;;;
0147;0822;LAMBAYEQUE;CHICLAYO;PIMENTEL;-6.83486523,-79.93584375;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP PIMENTEL;C;X;;;;;
0148;0848;LAMBAYEQUE;CHICLAYO;REQUE;-6.86326013,-79.81844693;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP REQUE;C;X;;;;;
0149;0851;LAMBAYEQUE;CHICLAYO;SANTA ROSA;-6.87972981,-79.92338899;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP SANTA ROSA;D;X;;;;;
0137;0854;LAMBAYEQUE;CHICLAYO;ETEN;-6.90722048,-79.86165937;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP CIUDAD ETEN;D;X;;;;;
0138;0857;LAMBAYEQUE;CHICLAYO;ETEN PUERTO;-6.92718249,-79.86359473;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP PUERTO ETEN;D;X;;;;;
0152;0860;LAMBAYEQUE;CHICLAYO;CAYALTI;-6.89144842,-79.56137574;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP CAYALTI;B;X;X;;;;
0142;0863;LAMBAYEQUE;CHICLAYO;LAGUNAS;-6.99077362,-79.62200408;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP MOCUPE;C;X;;;;;
0150;0866;LAMBAYEQUE;CHICLAYO;SAÑA;-6.92376,-79.583015;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP ZAÑA;D;X;;;;;
0145;0869;LAMBAYEQUE;CHICLAYO;OYOTUN;-6.84643454,-79.30194352;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP OYOTUN;D;X;;;;;
0144;0878;LAMBAYEQUE;CHICLAYO;NUEVA ARICA;-6.87425603,-79.34384129;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP NUEVA ARICA;D;X;;;;;
0156;0895;LAMBAYEQUE;CHICLAYO;TUMAN;-6.749977,-79.70303654;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP TUMAN;B;X;X;;;;
0154;0898;LAMBAYEQUE;CHICLAYO;PATAPO;-6.73519227,-79.63468427;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP POSOPE ALTO;C;X;;;;;
0155;0904;LAMBAYEQUE;CHICLAYO;POMALCA;-6.76930383,-79.77265477;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP POMALCA;C;X;;;;;
0157;0907;LAMBAYEQUE;CHICLAYO;PUCALA;-6.7801603,-79.6108792;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP PUCALA;C;X;;;;;
0135;0910;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;-6.74604247,-79.47916165;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP PAMPA GRANDE;D;X;;;;;
0153;0913;LAMBAYEQUE;CHICLAYO;PATAPO;-6.73773795,-79.64038217;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP PATAPO;C;X;;;;;
0151;0916;LAMBAYEQUE;CHICLAYO;SAÑA;-6.8117834,-79.64041278;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP SALTUR;C;X;;;;;
0158;0919;LAMBAYEQUE;CHICLAYO;TUMAN;-6.77877084,-79.67878803;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP CALUPE;D;X;;;;;
0136;0922;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;-6.63659594,-79.39419429;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP CHONGOYAPE;C;X;;;;;
0163;0934;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;-6.70112701,-79.90658736;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP LAMBAYEQUE;A;;X;;;;
