nombre,distrito,direccion,nivel__modalidad,gestion__dependencia,latitud,longitud
new friends,santa anita,calle los tucanes 196,inicial - jardin,privada - particular,-12.05178,-76.96204
nicolai i lobatchevski,santa anita,jiron hanan cuzco 553,inicial - jardin,privada - particular,-12.03531,-76.96597
nino dios,santa anita,parque asesor ii mz f lote 01,inicial - jardin,privada - particular,-12.03779,-76.95712
o55 las carmelitas,santa anita,avenida cesar vallejo mz b lote 1,inicial - jardin,publica - sector educacion,-12.0403,-76.98436
patron san isidro de santa anita,santa anita,avenida huarochiri s/n mz c lote 1-2,inicial - jardin,privada - particular,-12.03005,-76.95736
pedacito de cielo,santa anita,calle 7 mz a lote 13,inicial - jardin,privada - particular,-12.03819,-76.95746
rayitos de claridad,santa anita,calle los canarios 125,inicial - jardin,privada - particular,-12.0508,-76.96613
red school,santa anita,calle las magnolias 108,inicial - jardin,privada - particular,-12.05405,-76.97715
reino de fantasias,santa anita,calle las avellanes lote 35,inicial - jardin,privada - particular,-12.03157,-76.95472
ricardo palma soriano,santa anita,jiron luis de la puente uceda 172,inicial - jardin,privada - particular,-12.04423,-76.98182
rodolfo horacio zeballos games,santa anita,calle 27 s/n mz j lote 12,primaria,publica - sector educacion,-12.03202,-76.96276
rosa de la merced,santa anita,calle los alamos 265,inicial - jardin,privada - particular,-12.04745,-76.97624
san jose school,santa anita,jiron las casuarinas 583,primaria,privada - particular,-12.04821,-76.9787
san juan macias,santa anita,mz c lote 9,inicial - jardin,privada - particular,-12.04288,-76.96517
san marcos school dem,santa anita,mz k lote 13,inicial - jardin,privada - particular,-12.04748,-76.98418
santa eugenia,santa anita,jiron los canarios 315,inicial - jardin,privada - particular,-12.04811,-76.96715
santa margarita de jesus,santa anita,jiron guillermo moore 295,secundaria,privada - particular,-12.04726,-76.97334
santisima maria auxiliadora,santa anita,jiron las moras mz f lote 23-24,inicial - jardin,privada - particular,-12.03239,-76.96302
sarim,santa anita,calle camelias s/n mz a22 lote 33-34,inicial - jardin,privada - particular,-12.04199,-76.95772
semillas de jesus,santa anita,calle sol de santa anita mz w lote 11-24,primaria,privada - particular,-12.04436908,-76.95648394
senora virgen de fatima,santa anita,farabundo marti 454,inicial - jardin,privada - particular,-12.04496,-76.98202
steve jobs,santa anita,mz v lote 6,primaria,privada - particular,-12.03664,-76.95933
talent kids,santa anita,avenida imperial 573,inicial - jardin,privada - particular,-12.03551,-76.9666
technology schools de los ficus i,santa anita,calle los robles 325,primaria,privada - particular,-12.0465,-76.97565
technology schools de santa anita,santa anita,calle las lilas s/n mz o lote 06,primaria,privada - particular,-12.04639,-76.95759
technology schools lucumos,santa anita,jiron lucumos s/n mz p lote 18-a,primaria,privada - particular,-12.0302,-76.95442
trilce de santa anita,santa anita,"jiron jose maria eguren s/n mz e lote 11,12,13 y 14",primaria,privada - particular,-12.03276,-76.95225
un mundo feliz,santa anita,avenida los robles 661,inicial - jardin,privada - particular,-12.05267,-76.97633
virgen de fatima milagrosa,santa anita,avenida la encalada 367,secundaria,privada - particular,-12.03809,-76.96272
winner kids center,santa anita,calle genova 192,inicial - jardin,privada - particular,-12.04998,-76.9793
wonder kids,santa anita,calle quetzal 255,inicial - jardin,privada - particular,-12.04787,-76.9636
wonderful stars,santa anita,calle asesor ii mz b lote 24,primaria,privada - particular,-12.03624,-76.95599
cleverland mundo inteligente,santa anita,calle las palmeras 220,inicial - jardin,privada - particular,-12.05209006,-76.97836876
ninos emprendedores,santa anita,mz g lote 1,inicial - jardin,publica - sector educacion,-12.03639,-76.91735
la resurreccion del senor de san bartolo y santa maria del mar,santa maria del mar,parque central mz c lote 1,inicial - jardin,privada - parroquial,-12.39309,-76.77377
la resurreccion del senor en san bartolo y santa maria del mar,santa maria del mar,parque central mz c lote 1,primaria,privada - parroquial,-12.39309,-76.77377
611,santa rosa,avenida santa rosa s/n,inicial - jardin,publica - sector educacion,-11.78777,-77.15619
8185 jesus el nazareno,santa rosa,calle san juan s/n mz w,primaria,publica - sector educacion,-11.80174,-77.1426
8187,santa rosa,calle 2 y 4 s/n mz g lote 1,primaria,publica - sector educacion,-11.8072,-77.1623
889 cabanita del saber,santa rosa,calle san juan s/n mz w,inicial - jardin,publica - sector educacion,-11.80174,-77.1426
892,santa rosa,calle 2 y 4 s/n mz g lote 1,inicial - jardin,publica - sector educacion,-11.8072,-77.1623
bavaria,santa rosa,mz o lote 26-27,inicial - jardin,privada - particular,-11.78287,-77.16411
borda melendez,santa rosa,mz m1 lote 03-04-07-0,secundaria,privada - particular,-11.81821,-77.16499
corazon de santa maria,santa rosa,mz u-7 lote 05-08,primaria,privada - particular,-11.81739,-77.15637
diocesano santo tomas de valencia,santa rosa,mz b2 lote 01 sector adesesep,secundaria,publica - en convenio,-11.82217,-77.16606
divino maestro de santa rosa,santa rosa,"mz u lote 2,3 y 4",inicial - jardin,privada - particular,-11.80473,-77.16346
humboldt,santa rosa,mz c1 lote 1 etapa i,primaria,privada - particular,-11.82129,-77.16545
inka's college,santa rosa,mz b-1 lote 02,primaria,privada - particular,-11.80592,-77.15765
jacques cousteau de santa rosa,santa rosa,mz l lote 1,inicial - jardin,privada - particular,-11.78808,-77.16464
miguel de cervantes de santa rosa,santa rosa,avenida entrada al cartodromo s/n,secundaria,privada - particular,-11.79876,-77.16687
montessori i de santa rosa,santa rosa,mz f lote 20,inicial - jardin,privada - particular,-11.78591,-77.15726
nuestro maravilloso mundo,santa rosa,mz b lote 5,secundaria,privada - particular,-11.78449,-77.15666
profam,santa rosa,mz f-4 lote 01,inicial - jardin,publica - sector educacion,-11.82058578,-77.16085917
rosa de america de santa rosa,santa rosa,mz a lote 3,secundaria,privada - particular,-11.78484,-77.15572
san antonio maria claret,santa rosa,mz c lote 25,inicial - jardin,privada - particular,-11.78621,-77.15401
santa rosa de profam,santa rosa,mz e 8 lote 1,primaria,publica - sector educacion,-11.81578,-77.15561
la tata,santiago de surco,calle monte real 473 mz t-u lote 3,inicial - jardin,privada - particular,-12.111976,-76.986286
siempre amanecer,santiago de surco,calle montemayor 166-a,inicial - jardin,privada - particular,-12.11427,-76.98661
semilla azul,santiago de surco,jiron tomasal 310 mz b lote 2,inicial - cuna jardin,privada - particular,-12.10947,-76.96857
smile and play,santiago de surco,calle tres marias 310 mz a lote 1,inicial - jardin,privada - particular,-12.09172,-76.97212
7066 andres avelino caceres,santiago de surco,avenida 12 de octubre s/n,primaria,publica - sector educacion,-12.19998,-76.99325
7086 los precursores,santiago de surco,avenida paseo de la republica 9180,inicial - jardin,publica - sector educacion,-12.15677,-76.9858
6097 mateo pumacahua,santiago de surco,avenida santa rosa s/n,secundaria,publica - sector educacion,-12.19209,-76.98049
avanza,santiago de surco,jiron monte alamo 256 mz f lote 28,inicial - cuna jardin,privada - particular,-12.13551,-76.9813
mis anos magicos,santiago de surco,jiron monte alamo 256,inicial - jardin,privada - particular,-12.13545,-76.98131
happy nest,santiago de surco,calle clemente x 190,inicial - cuna jardin,privada - particular,-12.0948,-76.96508
horacio patino cruzatti,santiago de surco,calle jesus tay mz e-3 lote 23,inicial - jardin,privada - particular,-12.140359,-76.990118
rainbow bright,santiago de surco,jiron el parque 235,inicial - jardin,privada - particular,-12.14364,-76.99068
6086 santa isabel,santiago de surco,avenida jose olaya mz r lote 01,secundaria,publica - sector educacion,-12.20096,-76.97749
comunal santa isabel de villa,santiago de surco,avenida independencia mz n lote 2,inicial - cuna jardin,publica - sector educacion,-12.20091,-76.97847
nido growing stars,santiago de surco,jiron batallon libres de trujillo 299 mz 9 lote 2,inicial - cuna jardin,privada - particular,-12.11891151,-76.97965
536 amiguitos de jesus,santiago de surco,calle los seibos s/n,inicial - jardin,publica - sector educacion,-12.13696,-77.00099
538 las palmas,santiago de surco,calle 1 esquina 538,inicial - cuna jardin,publica - otro sector publico,-12.15731,-77.01319
555 inmaculada concepcion,santiago de surco,calle 07 s/n,inicial - cuna jardin,publica - sector educacion,-12.15571,-76.98864
557 warma kuyay,santiago de surco,calle 6 mz e2 lote 16,inicial - jardin,publica - sector educacion,-12.14509,-76.98359
593 luis felipe de las casas grieve,santiago de surco,calle sandro botticelli,inicial - jardin,publica - sector educacion,-12.16231,-76.98942
6043 pedro venturo,santiago de surco,avenida higuereta 479,primaria,publica - sector educacion,-12.12421,-76.99059
6044 jorge chavez,santiago de surco,avenida grau 500,primaria,publica - sector educacion,-12.14332,-77.00457
6047 jose maria arguedas,santiago de surco,calle esteban camere 500,basica alternativa - avanzado,publica - sector educacion,-12.14896,-76.98972
6082 los proceres,santiago de surco,alameda manuel perez de tudela,secundaria,publica - sector educacion,-12.15068,-76.98486
6087 pablo maria guzman,santiago de surco,calle a mz j lote 9,inicial - jardin,publica - sector educacion,-12.09525,-76.96393
7058 maria de fatima,santiago de surco,jiron saenz pena 261,primaria,publica - sector educacion,-12.14506,-77.00426
7068 abraham roldan poma,santiago de surco,jiron grau 181,primaria,publica - sector educacion,-12.14561,-77.0061
7076 las brisas de villa,santiago de surco,"calle b, 5, d, 3",secundaria,publica - sector educacion,-12.1973,-76.9749
7087 santiago de surco,santiago de surco,avenida andres tinoco 640 mz f-2 lote 16,primaria,publica - sector educacion,-12.14377731,-76.98336407
86 virgencita del carmen,santiago de surco,jiron arica 240,inicial - jardin,publica - sector educacion,-12.14468,-77.00405
87 corazon de maria,santiago de surco,alameda domingo tristan y moscoso 502,inicial - jardin,publica - sector educacion,-12.15392,-76.98664
aldebaran,santiago de surco,jiron intihuatana 459,inicial - jardin,privada - particular,-12.11487,-76.99504
amados de jesus,santiago de surco,mz l1 lote 03,primaria,privada - particular,-12.19347,-76.97834
amigos de san francisco,santiago de surco,avenida santa rosa y jr. jose olaya,inicial - jardin,privada - particular,-12.19083,-76.98212
andre malraux,santiago de surco,avenida san francisco 245,inicial - jardin,privada - particular,-12.12482,-76.97922
angeli pacis,santiago de surco,mz e lote 2,inicial - jardin,privada - particular,-12.16709,-76.99464
angelitos,santiago de surco,calle tarragona 139 - 143,inicial - cuna jardin,privada - particular,-12.12528,-77.00071
aridane,santiago de surco,avenida higuereta 385,inicial - cuna jardin,privada - particular,-12.12518,-76.99101
arnold gesell,santiago de surco,calle david roca 181,inicial - jardin,privada - particular,-12.13522,-76.99554
arte angelus,santiago de surco,calle grecia mz b lote 4,primaria,privada - particular,-12.14774,-77.00452
augusto weberbauer,santiago de surco,calle pio xii 123,inicial - jardin,privada - particular,-12.09486,-76.9678
ausangate,santiago de surco,mz h lote 19-20-21-2,inicial - jardin,privada - particular,-12.12526,-76.9901
autonomia,santiago de surco,calle 6 mz a26 lote 3,inicial - jardin,privada - particular,-12.16426,-76.99693
baby's place,santiago de surco,calle monte carmelo 241,inicial - cuna jardin,privada - particular,-12.11415,-76.98522
belen educa,santiago de surco,avenida antares 274,inicial - jardin,privada - particular,-12.14478,-76.99223
birmingham nursery school,santiago de surco,avenida melchormalo / mercaderes 931,inicial - cuna jardin,privada - particular,-12.12966,-76.98441
buenos aires de villa,santiago de surco,avenida buenos aires de villa mz 53 lote 11e,inicial - cuna jardin,publica - sector educacion,-12.18745,-76.99716
cajita de sorpresas,santiago de surco,calle 6 mz e lote 19,inicial - jardin,privada - particular,-12.16311,-76.99136
caritas,santiago de surco,calle dona catalina 382,inicial - cuna jardin,privada - particular,-12.13767,-76.99703
caritas felices de surco,santiago de surco,avenida paseo de la republica 7950,inicial - jardin,privada - particular,-12.14786,-77.00355
carlos dickens,santiago de surco,avenida marquez de guadalcazar 128,inicial - jardin,privada - particular,-12.1405,-76.99642
casuarinas baby center,santiago de surco,calle las acacias 161-163,inicial - cuna jardin,privada - particular,-12.12246,-76.97439
casuarinas international college,santiago de surco,calle jacaranda 391,secundaria,privada - particular,-12.12112,-76.97453
cepeban,santiago de surco,calle dona catalina 498,primaria,privada - particular,-12.13641,-76.99606
chabuca granda,santiago de surco,calle 2 mz a lote 11,inicial - cuna jardin,privada - particular,-12.09665,-76.96434
champagnat,santiago de surco,avenida paseo de la republica 7930-7931,inicial - jardin,privada - particular,-12.14356,-77.00018
colegio de la inmaculada (jesuitas),santiago de surco,calle hermano santos garcia 108,inicial - jardin,privada - particular,-12.13024,-76.97277
corazon inmaculado,santiago de surco,jiron talara 154,secundaria,privada - particular,-12.14443,-76.98693
cristiano pionero,santiago de surco,avenida antunez de mayolo 505,primaria,privada - particular,-12.1331,-76.99133
cunae,santiago de surco,calle don pompeyo 195 mz d-5 lote 24-2,inicial - jardin,privada - particular,-12.16958,-76.98852
das goethehaus,santiago de surco,calle dona maria 141,inicial - jardin,privada - particular,-12.14108,-77.0
de maria,santiago de surco,"calle a mz b lote 13,14 y 15",inicial - jardin,privada - particular,-12.16033,-76.99633
despertares,santiago de surco,jiron augusto wiese 1281 lote c2,inicial - cuna jardin,privada - particular,-12.13777,-76.99408
el jardin de santa rita de casia,santiago de surco,calle micaela bastidas mz k lote 1,inicial - cuna jardin,privada - particular,-12.15357,-76.98634
el maestro redentor,santiago de surco,calle vista bella mz a lote 1,inicial - jardin,privada - particular,-12.16041,-76.99072
el vallecito,santiago de surco,calle los almendros 105,inicial - jardin,privada - particular,-12.12929,-76.97324
elsa petronila bermejo solano,santiago de surco,calle jacaranda 391,basica alternativa - avanzado,privada - particular,-12.12112,-76.97453
en ti confio,santiago de surco,avenida paseo de la castellana 127 mz h lote 20,inicial - jardin,privada - particular,-12.12974,-77.00129
entre orugas & bamboo,santiago de surco,avenida mariscal ramon castilla 1474,inicial - cuna jardin,privada - particular,-12.13753,-77.00346
estrellitas de luz,santiago de surco,calle monte cedro 858,inicial - jardin,privada - particular,-12.14226,-76.98448
evergreen,santiago de surco,jiron combate de iquique 455,inicial - cuna jardin,privada - particular,-12.13184,-76.98403
figuritas,santiago de surco,avenida enrique leon garcia 244,inicial - cuna jardin,privada - particular,-12.12812,-76.99596
frances mary buss,santiago de surco,calle dona juana 172,inicial - jardin,privada - particular,-12.14135,-76.99894
franco peruano,santiago de surco,avenida morro solar 550,secundaria,privada - particular,-12.11802,-76.97756
friends,santiago de surco,calle montemayor 199 mz r lote 24,inicial - cuna jardin,privada - particular,-12.11452,-76.98714
gasparin,santiago de surco,avenida el carmen 587,inicial - jardin,privada - particular,-12.14941,-76.98794
genkids,santiago de surco,calle geronimo aliaga norte 347,inicial - cuna jardin,privada - particular,-12.10776,-76.97708
gotitas de cristal,santiago de surco,calle tambo de mora mz d lote 16a,inicial - jardin,privada - particular,-12.14778,-77.00955
hands together,santiago de surco,avenida el carmen 111,inicial - cuna jardin,privada - particular,-12.14395,-76.99132
high school von humboldt del sur,santiago de surco,avenida independencia s/n mz s lote 39,inicial - jardin,privada - particular,-12.19981,-76.9777
hijos e hijas de nuestra senora de guadalupe,santiago de surco,mz d lote 10,secundaria,privada - particular,-12.14737,-77.00925
hiram bingham,santiago de surco,avenida paseo castellana 919,primaria,privada - particular,-12.13834,-77.00589
huellitas de belen,santiago de surco,jiron walter rosales leon mz a lote 05,inicial - jardin,privada - particular,-12.15848,-76.98829
inmaculada maria,santiago de surco,calle tacala mz e lote 39,inicial - jardin,privada - particular,-12.13519,-77.00028
innova schools surco - ambrosio,santiago de surco,jiron venegas 896,inicial - jardin,privada - particular,-12.14131,-77.0129
internacional de lima,santiago de surco,calle condoroma mz u lote 1,inicial - jardin,privada - particular,-12.1197,-76.99517
jardin de colores,santiago de surco,avenida san juan 242,inicial - cuna jardin,privada - particular,-12.12677,-76.97922
jesus es amor,santiago de surco,calle loma alegre 120,inicial - jardin,publica - sector educacion,-12.13264,-76.98701
john alexander mackay,santiago de surco,jiron maximiliano velarde s/n mz a lote 21,inicial - jardin,privada - particular,-12.16033,-76.99243
la casa amarilla surco,santiago de surco,avenida batallon callao norte 163,inicial - cuna jardin,privada - particular,-12.12313,-76.98161
la casita de mami,santiago de surco,calle bayobar sur 265 mz e4 lote 17,inicial - jardin,privada - particular,-12.14597,-76.98624
la casita de meylinn,santiago de surco,mz k lote 6,primaria,privada - particular,-12.16181,-76.99125
la rana tana,santiago de surco,calle conde de la vega 152-156,inicial - cuna jardin,privada - particular,-12.11342,-76.98169
la senora del amor hermoso,santiago de surco,avenida los vicus mz i lote 35,inicial - jardin,privada - particular,-12.13674,-77.00204
la tia carmela ii,santiago de surco,calle batallon tarma 150,inicial - cuna jardin,privada - particular,-12.12445,-76.98061
la villa de san jose,santiago de surco,avenida maria parado de bellido mz c lote 22,primaria,privada - particular,-12.14925,-77.01345
las magnolias,santiago de surco,avenida mariscal castilla 690,inicial - cuna jardin,privada - particular,-12.13443,-77.01116
las nazarenas,santiago de surco,avenida las nazarenas 898,primaria,privada - particular,-12.13404,-76.98116
las villas del mar,santiago de surco,mz a lote 28,inicial - jardin,privada - particular,-12.20484,-76.98051
little ones nursery school,santiago de surco,avenida central 155,primaria,privada - particular,-12.10574,-76.96476
little village,santiago de surco,avenida san juan 775,inicial - jardin,privada - particular,-12.12144,-76.98641
los alpes day care,santiago de surco,avenida ayacucho 220,inicial - cuna jardin,privada - particular,-12.14156,-77.00134
los rosales de santa rosa,santiago de surco,avenida paseo de la republica 7883,primaria,privada - particular,-12.14289,-77.00093
loving care,santiago de surco,calle 3 mz bc lote 14,inicial - cuna jardin,privada - particular,-12.11052,-76.96274
manitas,santiago de surco,avenida caminos del inca 729,inicial - cuna jardin,privada - particular,-12.118,-76.9892
maria de cervello,santiago de surco,pasaje williams ramirez pinedo s/n mz b lote 4,inicial - jardin,privada - particular,-12.16004,-76.98829
maria nicole,santiago de surco,calle dona rosa 210,primaria,privada - particular,-12.14077,-76.99803
mary college,santiago de surco,avenida prolongacion paseo de la republica mz c lote 19 sector san roque,inicial - jardin,privada - particular,-12.15224,-76.99081
mater angelus,santiago de surco,avenida bodegones 430,primaria,privada - particular,-12.13442,-76.98189
merry dopson,santiago de surco,avenida juan pablo ii s/n mz c1 lote 01,primaria,privada - particular,-12.14053,-76.97515
mi casita azul,santiago de surco,calle 1 254,inicial - jardin,privada - particular,-12.1358,-77.01259
mi casita feliz 2,santiago de surco,mz l lote e-1,inicial - jardin,publica - sector educacion,-12.20191,-76.97746
mi medallita milagrosa,santiago de surco,calle monte abeto mz e2 lote 3,inicial - jardin,privada - particular,-12.14415,-76.98256
mi pequena semilla,santiago de surco,avenida valles del sur 271,inicial - cuna jardin,privada - particular,-12.12226,-76.99632
mi pequeno paraiso musical,santiago de surco,calle dona catalina 422,inicial - jardin,privada - particular,-12.13703,-76.99689
mis angelitos ii,santiago de surco,jiron jeronimo de aliaga norte s/n mz e lote 01,inicial - cuna jardin,privada - particular,-12.107212,-76.977188
miss gabi,santiago de surco,avenida ayacucho 1417,inicial - jardin,privada - particular,-12.13176,-76.99491
miss irene,santiago de surco,avenida surco 416,inicial - jardin,privada - particular,-12.14205,-76.99548
monterrico christian school,santiago de surco,avenida los ingenieros mz a lote 03 - 04,secundaria,privada - particular,-12.12431,-76.97359
monterrico institucion educativa aplicacion,santiago de surco,avenida monterrico chico cuadra 1 s/n,inicial - jardin,publica - sector educacion,-12.12304,-76.97747
mundo uk,santiago de surco,jiron batallon libres de trujillo 143,inicial - jardin,privada - particular,-12.12230994,-76.98300898
my little heaven,santiago de surco,calle los castanos mz k lote 15,inicial - jardin,privada - particular,-12.15239,-77.00859
nido del saber,santiago de surco,calle santa cruz 282,primaria,privada - particular,-12.15265,-77.01695
ninito divino,santiago de surco,pasaje santa rosa s/n,inicial - jardin,privada - particular,-12.13712,-77.01151
nivel a preschool,santiago de surco,avenida velasco astete 1314 mz j lote 01 zona oeste,inicial - cuna jardin,privada - particular,-12.11771,-76.98428
nuestra senora de la reconciliacion,santiago de surco,avenida manuel olguin s/n,secundaria,privada - parroquial,-12.09378,-76.9737
nuestra senora del consuelo,santiago de surco,tambo real,secundaria,privada - particular,-12.11033,-76.97117
nuestro senor de la misericordia,santiago de surco,jiron san agustin,primaria,privada - particular,-12.15075,-77.01197
nuestros chiquitines,santiago de surco,avenida luis dextre mz v lote 17,inicial - jardin,privada - particular,-12.16533,-76.98753
palestra,santiago de surco,calle cerro rico 120,secundaria,privada - particular,-12.13444,-76.97789
panchito,santiago de surco,jiron bayobar 169,inicial - jardin,privada - particular,-12.14472,-76.98596
pead juan de dios grajeda villegas,santiago de surco,avenida monte mayo 150,secundaria,privada - particular,-12.11417,-76.98645
pequeneces,santiago de surco,avenida precursores 647,inicial - cuna jardin,privada - particular,-12.11753,-76.98136
pequenitos felices,santiago de surco,calle patopo 381 a-38,inicial - jardin,privada - particular,-12.11219,-76.97484
petalos de vida,santiago de surco,avenida jorge chavez 361,inicial - jardin,privada - particular,-12.14586,-76.99269
pio xii,santiago de surco,avenida pio xii 358,inicial - jardin,privada - particular,-12.0979,-76.96535
pnp cap. alcides vigo hurtado,santiago de surco,avenida villa carrillo 287,secundaria,privada - particular,-12.12264,-76.99421
por los caminos de montessori,santiago de surco,avenida los sauces 301,inicial - cuna jardin,privada - particular,-12.14839,-77.01465
regina pacis,santiago de surco,avenida alonso de molina 866,inicial - jardin,privada - particular,-12.11012,-76.96992
richard bach,santiago de surco,calle juan pablo vizcardo y guzman 475,primaria,privada - particular,-12.15706,-76.98747
rosalitos kinder garden,santiago de surco,avenida ayacucho 372,inicial - cuna jardin,privada - particular,-12.14051,-77.00015
saco oliveros de monterrico,santiago de surco,jiron cristobal de peralta mz a lote 1 y 2,primaria,privada - particular,-12.09924,-76.97933
sagitario,santiago de surco,mz a18 lote 29,inicial - jardin,privada - particular,-12.1647,-76.99452
sakura,santiago de surco,calle loma ponciana y loma andina mz g lote 57,inicial - jardin,privada - particular,-12.13446,-76.98627
salcantay,santiago de surco,jiron pio xii 383 - 371,inicial - cuna jardin,privada - particular,-12.09796,-76.96515
samael,santiago de surco,avenida maria parado de bellido 420,inicial - jardin,privada - particular,-12.14941,-77.01319
san agustin de monterrico,santiago de surco,mz c-2 lote 1,secundaria,privada - particular,-12.14657,-76.98265
san agustin de surco,santiago de surco,avenida javier prado este 4525-4511,basica alternativa - avanzado,privada - particular,-12.08358,-76.97374
san antonio s.a.c.,santiago de surco,avenida benavides 3892,basica alternativa - avanzado,privada - particular,-12.12858,-76.99472
san gabino,santiago de surco,villa fap san gabino,inicial - cuna jardin,publica - otro sector publico,-12.15381,-76.99274
san jose de los ninos,santiago de surco,mz d-3 lote 6,inicial - jardin,privada - particular,-12.14508,-77.01136
san jose de monterrico,santiago de surco,jiron tomasal 355,inicial - jardin,privada - particular,-12.10991,-76.96776
san juan de dios,santiago de surco,jiron marte 153,primaria,privada - particular,-12.14689,-76.99258
san marcos de monterrico,santiago de surco,calle las azucenas 108,secundaria,privada - particular,-12.1277,-76.97418
santa luisa de la torre,santiago de surco,avenida roosevelt 1069,secundaria,privada - particular,-12.14714,-77.01535
santa margarita,santiago de surco,avenida manuel olguin 961,inicial - jardin,privada - particular,-12.10094,-76.973
santa maria de surco,santiago de surco,jose galvez 371,inicial - jardin,privada - particular,-12.14692,-77.003
santa maria de villa,santiago de surco,calle 7 mz a lote 18,inicial - jardin,privada - particular,-12.09406,-76.96327
santa teresita del nino jesus,santiago de surco,pazos mz b lote 4,primaria,privada - particular,-12.1506,-77.01572
santo cristo,santiago de surco,calle alemania s/n mz e lote 06,inicial - jardin,privada - particular,-12.14745,-77.00379
santo cristo i,santiago de surco,jiron santo cristo s/n mz a lote 13,inicial - jardin,privada - particular,-12.14787,-77.00356
spiel und spass,santiago de surco,calle fernando castrat 127-131,inicial - jardin,privada - particular,-12.13256,-76.99763
st gospa school,santiago de surco,avenida jorge chavez 1124,primaria,privada - particular,-12.14832,-77.01031
talentos nursery school,santiago de surco,calle cesar vallejo esquina con ivan huertas 336,inicial - jardin,privada - particular,-12.14007,-76.98948
tecnico fap manuel polo jimenez,santiago de surco,calle cohete 102,inicial - jardin,publica - otro sector publico,-12.14583,-77.01345
tic tac toe,santiago de surco,jiron tomasal esquina con el jr las colinas 707,inicial - cuna jardin,privada - particular,-12.11384,-76.96891
trener de monterrico,santiago de surco,calle f 130,secundaria,privada - particular,-12.12084,-76.97656
trilce caminos del inca,santiago de surco,avenida caminos del inca 3272 mz 04 lote 14-15,primaria,privada - particular,-12.14414,-76.9855
trilce marsano,santiago de surco,"carretera panamericana sur s/n mz w-4 lote 1,2,3 y 22 etapa iii",secundaria,privada - particular,-12.14761,-76.98304
two sisters,santiago de surco,avenida la floresta 331 sector camacho zona 9,inicial - cuna jardin,privada - particular,-12.07865,-76.97406
urpi wassi,santiago de surco,calle talara 115,inicial - cuna jardin,publica - otro sector publico,-12.14404,-76.9865
villa alegre,santiago de surco,avenida vista alegre,inicial - jardin,privada - particular,-12.16562,-76.99159
volantin,santiago de surco,calle quiroga 595,inicial - cuna jardin,privada - particular,-12.11996,-76.99154
yachayhuasi,santiago de surco,avenida los pinos s/n mz l lote 7,secundaria,privada - particular,-12.20267,-76.97806
nuestra senora de las nieves,santiago de surco,jiron los cerezos 370,inicial - cuna jardin,privada - particular,-12.12754,-76.97335
la casa dei bambini,surquillo,calle laurel rosa - pablo blanco 200-290,inicial - jardin,privada - particular,-12.124,-77.0021
53 mi ninito jesus,surquillo,calle escorpion mz d lote 7,inicial - cuna jardin,publica - sector educacion,-12.11819572,-77.00467505
542 los sauces,surquillo,calle las casuarinas mz p lote 20,inicial - cuna jardin,publica - sector educacion,-12.1219,-77.0025
556 nino jesus de dammert muelle,surquillo,plaza de la de la integracion s/n,inicial - cuna jardin,publica - sector educacion,-12.10676,-77.02536
6049 ricardo palma,surquillo,avenida angamos este s/n,inicial - jardin,publica - sector educacion,-12.11269,-77.01598
7012 jesus de la misericordia,surquillo,jiron san miguel 840,primaria,publica - sector educacion,-12.11261,-77.0222
7014 vasil levski,surquillo,avenida las magnolias s/n,primaria,publica - sector educacion,-12.12184,-77.00317
7022 alberth einstein,surquillo,avenida albert einstein 474,primaria,publica - sector educacion,-12.11506,-77.00569
7024 san lorenzo,surquillo,jiron san lorenzo 972,primaria,publica - sector educacion,-12.11112,-77.01709
7027 nuestra senora de la alegria,surquillo,avenida francisco moreno 450,primaria,publica - sector educacion,-12.1164,-77.02383
7028 marco antonio schenone oliva,surquillo,pasaje san alberto y san felipe,primaria,publica - sector educacion,-12.11528,-77.01486
7031 reyna de la familia,surquillo,villa victoria,inicial - jardin,publica - sector educacion,-12.10955,-77.01136
79 virgen del carmen,surquillo,parque pirandello cdra 1 parque villa victoria s/n,inicial - cuna jardin,publica - sector educacion,-12.10967,-77.01338
ama,surquillo,avenida guardia civil 1321,basica alternativa - avanzado,privada - particular,-12.10665464,-77.01645613
apresto,surquillo,avenida alfa gemelos 142,inicial - cuna jardin,privada - particular,-12.11734,-77.00434
carmelitas de san carlos,surquillo,calle mariano jurado de los reyes 364,primaria,privada - particular,-12.11444,-77.02251
cigamiga,surquillo,jiron fco moreno 469,inicial - jardin,privada - particular,-12.11614,-77.02403
creciendo entre juegos y sonrisas,surquillo,calle andrea de sarto mz l2 lote 14,inicial - jardin,privada - particular,-12.11413,-76.997
d' pequenitos,surquillo,avenida villaran 759,inicial - jardin,privada - particular,-12.12312,-77.00136
gotitas de amor de jesus,surquillo,calle colina 1312,inicial - jardin,privada - particular,-12.11804,-77.01716
inen,surquillo,avenida angamos este 2560,inicial - cuna jardin,publica - otro sector publico,-12.11187,-76.99832
ingenio,surquillo,jiron los paujiles 261,inicial - jardin,privada - particular,-12.10279,-77.02002
la divina providencia,surquillo,avenida angamos este 2296,secundaria,publica - sector educacion,-12.11229,-77.00615
las gaviotas,surquillo,avenida las gaviotas 140,inicial - cuna jardin,privada - particular,-12.10394,-77.02159
luz y vida,surquillo,avenida williams 216,inicial - jardin,privada - particular,-12.11349,-77.00117
magister dei,surquillo,avenida angamos este 2536 mz e-1 lote 26,secundaria,privada - particular,-12.11203,-77.00144
