nombre,distrito,direccion,nivel__modalidad,gestion__dependencia,latitud,longitud
honores de los olivos,los olivos,jiron carlos monge 230,primaria,privada - particular,-11.98949,-77.06573
idelsa ramirez,los olivos,mz e lote 12,inicial - jardin,privada - particular,-12.01019,-77.07276
illari,los olivos,jiron zeus 839,inicial - jardin,privada - particular,-11.99251,-77.07073
ingenieria de los olivos,los olivos,avenida carlos izaguirre 754,primaria,privada - particular,-11.99066,-77.07008
innova schools - los olivos villa sol,los olivos,calle justo arias mz g lote 23,primaria,privada - particular,-11.96243,-77.07092
inyari,los olivos,calle 34 mz l2 lote 02 y 03 etapa iii,secundaria,privada - particular,-12.00761,-77.07085
inyari ii,los olivos,calle 34 2091,primaria,privada - particular,-12.00764,-77.07082
jahdai,los olivos,mz b lote 6,primaria,privada - particular,-11.9916622,-77.07090386
jardin de jesus,los olivos,avenida los proceres 7574 mz x-4 lote 14,inicial - jardin,privada - particular,-11.9415,-77.0778
jean piaget college,los olivos,calle b mz b lote 21,inicial - jardin,privada - particular,-12.00402,-77.06995
jehave,los olivos,mz v lote 28-29,inicial - jardin,privada - particular,-11.94783665,-77.07959901
jesus divino redentor,los olivos,mz a lote 19,inicial - jardin,privada - particular,-12.0012,-77.0829
johanes gutemberg,los olivos,avenida carlos izaguirre 995-991,basica alternativa - avanzado,privada - particular,-11.99183,-77.07372
john dalton school,los olivos,avenida alameda central mz 13 lote 4,inicial - jardin,privada - particular,-11.98239,-77.06603
jorge basadre grohmann,los olivos,avenida alameda central,secundaria,publica - sector educacion,-11.9827,-77.0667
jose abelardo quinonez gonzales,los olivos,jiron tomas catari y antonio cabo cuadra 5,secundaria,publica - sector educacion,-12.00785717,-77.06383338
jose maria escriva de balaguer,los olivos,mz e lote 9-10,inicial - jardin,privada - particular,-11.9526,-77.0815
josef gallmeier,los olivos,calle 73 s/n mz 103 lote 13,primaria,privada - particular,-11.95293739,-77.08177122
juan xxiii de los olivos,los olivos,mz l lote 5-6-7,secundaria,privada - particular,-11.94979,-77.07984
julio rey pastor,los olivos,mz i-1 lote 34,inicial - jardin,privada - particular,-11.9495,-77.0847
kids exploring,los olivos,mz i lote 11,primaria,privada - particular,-11.94089,-77.07249
kinder place,los olivos,jiron uchupata 5004,inicial - jardin,privada - particular,-11.97568,-77.0709
kinderking college,los olivos,avenida beta 2180 mz c lote 16 etapa iii,inicial - jardin,privada - particular,-12.00638,-77.07149
kurt lewin,los olivos,avenida naranjal 1075,secundaria,privada - particular,-11.97849,-77.07638
la catolica lima norte,los olivos,avenida alfredo mendiola 3315,basica alternativa - avanzado,privada - particular,-11.99667,-77.06366
la catolica los olivos,los olivos,avenida alfredo mendiola 3857,basica alternativa - avanzado,privada - particular,-11.98862,-77.06483
la puerta del saber,los olivos,calle la unidad mz m4 lote 3,inicial - jardin,privada - particular,-11.93917,-77.07233
la recoleta de los olivos,los olivos,avenida central 333,secundaria,privada - particular,-11.95897,-77.07023
las azucenas,los olivos,mz h lote 28,inicial - jardin,privada - particular,-11.98529096,-77.07370881
latinoamericano,los olivos,mz p lote 1-2 etapa i,secundaria,privada - particular,-11.9679,-77.0827
le monde des enfants,los olivos,calle mama ocllo 572,inicial - jardin,privada - particular,-12.00232,-77.06871
lev. s. vigotsky,los olivos,calle comite 8 mz 125-b lote 6 y 7,primaria,privada - particular,-11.95603,-77.08293
liceo los olivos,los olivos,pasaje los hele nios 4271,primaria,privada - particular,-11.98414,-77.07318
little explorer,los olivos,mz a lote 44 etapa iii,inicial - jardin,privada - particular,-11.9673124,-77.08194137
los angeles de jesus y maria,los olivos,calle 7 mz f4 lote 4,inicial - jardin,privada - particular,-11.94673,-77.07621
los angelitos de jesus,los olivos,avenida antunez de mayolo 917,inicial - jardin,privada - particular,-11.97876716,-77.08148715
los leones de san marco,los olivos,calle carlos augusto salaverry 3616-3622,basica alternativa - avanzado,privada - particular,-11.99255,-77.06475
los pollitos,los olivos,calle 15 mz pro 1 zona ii,inicial - jardin,publica - sector educacion,-11.9678,-77.0783
lumen dei,los olivos,calle carlos augusto salaverry 3616-3622,inicial - jardin,privada - particular,-11.99255,-77.06475
luz de cristo rey,los olivos,jiron marcara 5235,primaria,privada - particular,-11.97527,-77.06955
manitas creativas,los olivos,avenida los alisos s/n mz r1 lote 8,inicial - jardin,privada - particular,-11.98362,-77.07669
manitos de dios,los olivos,jiron jupiter 224,inicial - jardin,privada - particular,-12.00017,-77.06428
manuel pardo,los olivos,mz 36 lote 8 y 9,inicial - jardin,privada - particular,-11.98371,-77.06778
manuel scorza ii,los olivos,jiron rio lurin 175,secundaria,privada - particular,-11.96856,-77.07105
maria del carmen,los olivos,calle la inocencia 425,inicial - jardin,privada - particular,-11.93439,-77.07328
maria reina,los olivos,jiron alejos alvarez 101 mz 10 lote 1,inicial - jardin,privada - particular,-11.98347,-77.06588
maria y jose de los olivos,los olivos,avenida universitaria cdra 42 mz g lote 15,primaria,privada - particular,-11.98534,-77.07722
mater christie,los olivos,jiron las estrellas 7202,inicial - jardin,privada - particular,-12.00236,-77.06264
melgar millenium de santa ana,los olivos,mz d2 lote 48,inicial - jardin,privada - particular,-11.9487,-77.07776667
meliton carvajal,los olivos,avenida universitaria 4974,primaria,privada - particular,-11.97868,-77.07671
mi jazmincito,los olivos,calle mariano melgar 217,primaria,privada - particular,-11.9385,-77.07843
mi pequeno mundo de pro,los olivos,jiron confraternidad s/n mz ee5 lote 52,inicial - jardin,privada - particular,-11.93349,-77.07487
michel duclercq,los olivos,avenida naranjal 1313 mz e-3 lote 3,secundaria,privada - particular,-11.97769,-77.07979
miguel de cervantes saavedra,los olivos,avenida los proceres mz f2 lote 29-30,inicial - jardin,privada - particular,-11.97208,-77.0815
modelo san carlos,los olivos,calle san rodolfo 6265 etapa ii,secundaria,privada - particular,-11.9561,-77.07273333
mundo feliz de pro,los olivos,calle veracidad 7916 mz q5 lote 22,inicial - jardin,privada - particular,-11.93709,-77.07517
mundo feliz kindergarten & primary school,los olivos,jiron la honradez 817-819 mz ss-5 lote 1,inicial - jardin,privada - particular,-11.93763,-77.07844
my little green house,los olivos,avenida proceres de huandoy mz l lote 5-6,inicial - jardin,privada - particular,-11.95497,-77.07558
naciones unidas,los olivos,pasaje las higueras 4198,secundaria,privada - particular,-11.985,-77.0659
neil armstrong,los olivos,calle 31 s/n mz d lote 24,inicial - jardin,privada - particular,-11.96861,-77.07256
nino de la espina,los olivos,jiron los ceibos 3882,primaria,privada - particular,-11.98956,-77.07433
nino jesus de palao,los olivos,mz h lote 10,inicial - jardin,privada - particular,-12.00998,-77.07141
nino rey,los olivos,avenida las palmeras 5316,primaria,privada - particular,-11.9741,-77.07235
nino san martin,los olivos,mz a-2 lote 3,inicial - jardin,privada - particular,-12.00447,-77.07806
ninos de maria,los olivos,jiron emilio de los rios 5425,primaria,privada - particular,-11.9712,-77.0732
ninos genios de los olivos,los olivos,mz c lote 38,inicial - jardin,privada - particular,-11.97421,-77.07568
nuestra santa senora de la merced,los olivos,avenida angelica gamarra 1498,inicial - jardin,privada - particular,-12.00607,-77.07739
nuestra senora de belen,los olivos,calle los diamantes mz b lote 8-9,inicial - jardin,privada - particular,-11.96914,-77.10479
nuestra senora de monserrat de los olivos,los olivos,mz bbb2 lote 43,primaria,privada - particular,-11.94085812,-77.07830292
nuestra senora de monserrat de mayolo,los olivos,jiron carlos monge 239,inicial - jardin,privada - particular,-11.98972,-77.06581
nuestra senora de monserrat de pro,los olivos,mz tt02 lote 10,inicial - jardin,privada - particular,-11.94089619,-77.07852183
nuestra senora de monserrat de san martin,los olivos,mz a lote 09,primaria,privada - particular,-11.99094888,-77.08068962
nuestra senora de monserrat de villasol ii,los olivos,avenida universitaria 5634 mz e lote 6-7 etapa iv,secundaria,privada - particular,-11.96513688,-77.07277602
nuestra senora del rocio,los olivos,mz s lote 25,inicial - jardin,privada - particular,-11.96787,-77.08056
nuevo peru,los olivos,calle 16-18-37 parque central,secundaria,publica - sector educacion,-11.96896,-77.0782
padre champagnat,los olivos,jiron jose manuel pereyra 300,inicial - jardin,privada - particular,-11.98845,-77.06618
padre champagnat de los olivos,los olivos,jiron ignacio merino 3876,secundaria,privada - particular,-11.9884,-77.06591
padre ugo de censi,los olivos,mz n-3 lote 12,primaria,privada - particular,-11.94692144,-77.08450141
palmas reales,los olivos,calle 7 cuadra 13 mz c lote 21,secundaria,publica - sector educacion,-11.9933,-77.079
pamer carlos izaguirre,los olivos,avenida carlos izaguirre 1450,secundaria,privada - particular,-11.99119,-77.08025
paraiso del saber,los olivos,calle miguel grau s/n sector c,inicial - jardin,privada - particular,-12.0097,-77.0765
pasitos seguros,los olivos,avenida carlos izaguirre s/n mz a lote 18,inicial - jardin,privada - particular,-11.99136,-77.0757
pedro pablo atusparia,los olivos,mz 17a lote 14,inicial - jardin,privada - particular,-11.96763,-77.07706
peter pan i,los olivos,jiron santos chocano 459,inicial - jardin,privada - particular,-11.9934,-77.07377
piedra angular,los olivos,avenida proceres de huandoy,inicial - jardin,privada - particular,-11.96426,-77.0778
pnp precursores de la independencia nacional,los olivos,avenida alfredo mendiola mz c lote 14,primaria,publica - otro sector publico,-11.95781,-77.06849
portal de belen,los olivos,calle centauro y urano mz o lote 14,primaria,privada - particular,-11.9602,-77.07776
proyecto integral chavarria,los olivos,calle german caro rios mz i lote 55,secundaria,publica - sector educacion,-12.0049,-77.07592
rayito de luna,los olivos,calle solidaridad mz vv5 lote 8,inicial - jardin,privada - particular,-11.93719,-77.07714
reina del cielo,los olivos,mz b lote 38,inicial - jardin,privada - particular,-12.00739,-77.07831
robert letourneau,los olivos,avenida alfredo mendiola 3435,primaria,privada - particular,-11.99529,-77.06381
rosa agazzi,los olivos,avenida naranjal 665,inicial - jardin,privada - particular,-11.97861,-77.07111
rosa de oliva,los olivos,calle martieres del sutep mz h lote 25,inicial - jardin,privada - particular,-12.00584,-77.07661
russelito,los olivos,avenida carlos izaguirre 991,inicial - jardin,privada - particular,-11.99182,-77.07364
saco oliveros de pro,los olivos,calle 30 mz w5 lote 40,inicial - jardin,privada - particular,-11.93189,-77.07733
saco oliveros de villasol,los olivos,mz b lote 06,inicial - jardin,privada - particular,-11.96529,-77.07301
saco oliveros helicoidal palmeras,los olivos,calle ambar mz h lote 3-4-5,inicial - jardin,privada - particular,-11.98793333,-77.07796667
sagrado corazon de belen elementary school,los olivos,jiron paula gonzales vigil 400 mz q lote 32 etapa ii,primaria,privada - particular,-11.97454028,-77.07587117
sagrado corazon de belen preschool,los olivos,parque maria de los angeles 688,inicial - jardin,privada - particular,-11.99337,-77.07056
san agustin de los olivos,los olivos,calle 13 mz j lote 17-18-1,primaria,privada - particular,-11.92825,-77.07555
san antonio de jesus,los olivos,jiron francisco cornejo 155,primaria,privada - particular,-11.96333,-77.07291
san ignacio de los olivos,los olivos,avenida santa elvira s/n mz c lote 1-2-36-37,primaria,privada - particular,-11.94956,-77.07376
san ignacio el predicador,los olivos,avenida beta mz u lote 46-47,inicial - jardin,privada - particular,-12.00939,-77.07082
san juan bautista de garagay,los olivos,garagay bajo mz b lote 24,inicial - jardin,privada - particular,-12.00913,-77.08037
san juan bautista de la salle,los olivos,jiron larco herrera 4098,inicial - jardin,privada - particular,-11.98614,-77.0704
san juan de dios - alfa,los olivos,avenida alfa s/n mz r lote 29 etapa ii,inicial - jardin,privada - particular,-12.00874,-77.06924
san juan de dios de los olivos,los olivos,jiron cajahuaman 823,secundaria,privada - particular,-12.00696,-77.07008
san judas tadeo,los olivos,avenida jose santos chocano 1369,primaria,privada - particular,-11.9873,-77.07165
san luis gonzaga school,los olivos,avenida san genaro 155,inicial - jardin,privada - particular,-11.95634,-77.06569
san marcos,los olivos,mz r lote 2,primaria,privada - particular,-11.98264,-77.07993
san martin de porres de los olivos,los olivos,calle vinchay mz t lote 16-17,inicial - jardin,privada - particular,-11.97974,-77.06943
san nicolas de tolentino,los olivos,calle las flores mz d3 lote 1,secundaria,privada - particular,-11.97374,-77.08105
san pablo apostol,los olivos,calle 38 mz ee-4 lote 15-16,secundaria,privada - particular,-11.93901,-77.07557
san pio x - los olivos,los olivos,avenida manuel gonzales prada 287-a,primaria,privada - particular,-11.99595,-77.06654
san pio x- los olivos,los olivos,avenida manuel gonzales prada 287-a,inicial - jardin,privada - particular,-11.99595,-77.06654
san valentin,los olivos,avenida manuel gonzales prada mz b lote 1,secundaria,privada - particular,-11.99261,-77.07004
san vicente ferrer,los olivos,calle cabana cuadra 4,inicial - jardin,publica - en convenio,-11.99345,-77.0756
santa angela merice,los olivos,jiron huascar 561,inicial - jardin,privada - particular,-12.00487999,-77.0682
santa cecilia de los olivos,los olivos,jiron pedro helmes mz k1 lote 26,inicial - jardin,privada - particular,-11.97163,-77.07287
santa maria de la providencia,los olivos,mz f lote 1,inicial - jardin,privada - particular,-11.99241,-77.07804
santa maria marianista,los olivos,jiron caraz 812,inicial - jardin,privada - particular,-11.99550476,-77.07486431
santa monica college,los olivos,calle 39 mz q4 lote 52-53-54,inicial - cuna jardin,privada - particular,-11.94461,-77.07437
santa rosa de quives school,los olivos,calle federico villarreal 154,inicial - jardin,privada - particular,-11.98244,-77.07089
school sagrado corazon,los olivos,mz a lote 25,inicial - jardin,privada - particular,-11.9761,-77.078
sembrando lideres,los olivos,mz c lote 18,primaria,privada - particular,-12.00409,-77.06966
senor de las animas,los olivos,avenida alfredo mendiola 3843,basica alternativa - avanzado,privada - particular,-11.98862,-77.06483
skhole paidea de los olivos,los olivos,jiron pomabamba 1201,secundaria,privada - particular,-11.99457,-77.07712
skhole paidea de san martin de porres,los olivos,jiron pataz s/n mz s lote 18,primaria,privada - particular,-11.98695,-77.07607
sonrisas,los olivos,jiron estibino mz h lote 15,inicial - jardin,privada - particular,-11.99006,-77.0793
