,nombre,distrito,direccion,nivel__modalidad,gestion__dependencia,latitud,longitud
12032,maria nicole,santiago de surco,calle dona rosa 210,primaria,privada - particular,-12.14077,-76.99803
12039,mary college,santiago de surco,avenida prolongacion paseo de la republica mz c lote 19 sector san roque,inicial - jardin,privada - particular,-12.15224,-76.99081
12040,mater angelus,santiago de surco,avenida bodegones 430,primaria,privada - particular,-12.13442,-76.98189
12046,merry dopson,santiago de surco,avenida juan pablo ii s/n mz c1 lote 01,primaria,privada - particular,-12.14053,-76.97515
12049,mi casita azul,santiago de surco,calle 1 254,inicial - jardin,privada - particular,-12.1358,-77.01259
12050,mi casita feliz 2,santiago de surco,mz l lote e-1,inicial - jardin,publica - sector educacion,-12.20191,-76.97746
12054,mi medallita milagrosa,santiago de surco,calle monte abeto mz e2 lote 3,inicial - jardin,privada - particular,-12.14415,-76.98256
12055,mi pequena semilla,santiago de surco,avenida valles del sur 271,inicial - cuna jardin,privada - particular,-12.12226,-76.99632
12058,mi pequeno paraiso musical,santiago de surco,calle dona catalina 422,inicial - jardin,privada - particular,-12.13703,-76.99689
12061,mis angelitos ii,santiago de surco,jiron jeronimo de aliaga norte s/n mz e lote 01,inicial - cuna jardin,privada - particular,-12.107212,-76.977188
12063,miss gabi,santiago de surco,avenida ayacucho 1417,inicial - jardin,privada - particular,-12.13176,-76.99491
12064,miss irene,santiago de surco,avenida surco 416,inicial - jardin,privada - particular,-12.14205,-76.99548
12065,monterrico christian school,santiago de surco,avenida los ingenieros mz a lote 03 - 04,secundaria,privada - particular,-12.12431,-76.97359
12068,monterrico institucion educativa aplicacion,santiago de surco,avenida monterrico chico cuadra 1 s/n,inicial - jardin,publica - sector educacion,-12.12304,-76.97747
12072,mundo uk,santiago de surco,jiron batallon libres de trujillo 143,inicial - jardin,privada - particular,-12.12230994,-76.98300898
12073,my little heaven,santiago de surco,calle los castanos mz k lote 15,inicial - jardin,privada - particular,-12.15239,-77.00859
12075,nido del saber,santiago de surco,calle santa cruz 282,primaria,privada - particular,-12.15265,-77.01695
12077,ninito divino,santiago de surco,pasaje santa rosa s/n,inicial - jardin,privada - particular,-12.13712,-77.01151
12084,nivel a preschool,santiago de surco,avenida velasco astete 1314 mz j lote 01 zona oeste,inicial - cuna jardin,privada - particular,-12.11771,-76.98428
12087,nuestra senora de la reconciliacion,santiago de surco,avenida manuel olguin s/n,secundaria,privada - parroquial,-12.09378,-76.9737
12090,nuestra senora del consuelo,santiago de surco,tambo real,secundaria,privada - particular,-12.11033,-76.97117
12093,nuestro senor de la misericordia,santiago de surco,jiron san agustin,primaria,privada - particular,-12.15075,-77.01197
12095,nuestros chiquitines,santiago de surco,avenida luis dextre mz v lote 17,inicial - jardin,privada - particular,-12.16533,-76.98753
12099,palestra,santiago de surco,calle cerro rico 120,secundaria,privada - particular,-12.13444,-76.97789
12101,panchito,santiago de surco,jiron bayobar 169,inicial - jardin,privada - particular,-12.14472,-76.98596
12103,pead juan de dios grajeda villegas,santiago de surco,avenida monte mayo 150,secundaria,privada - particular,-12.11417,-76.98645
12104,pequeneces,santiago de surco,avenida precursores 647,inicial - cuna jardin,privada - particular,-12.11753,-76.98136
12105,pequenitos felices,santiago de surco,calle patopo 381 a-38,inicial - jardin,privada - particular,-12.11219,-76.97484
12109,petalos de vida,santiago de surco,avenida jorge chavez 361,inicial - jardin,privada - particular,-12.14586,-76.99269
12111,pio xii,santiago de surco,avenida pio xii 358,inicial - jardin,privada - particular,-12.0979,-76.96535
12114,pnp cap. alcides vigo hurtado,santiago de surco,avenida villa carrillo 287,secundaria,privada - particular,-12.12264,-76.99421
12117,por los caminos de montessori,santiago de surco,avenida los sauces 301,inicial - cuna jardin,privada - particular,-12.14839,-77.01465
12118,regina pacis,santiago de surco,avenida alonso de molina 866,inicial - jardin,privada - particular,-12.11012,-76.96992
12122,richard bach,santiago de surco,calle juan pablo vizcardo y guzman 475,primaria,privada - particular,-12.15706,-76.98747
12127,rosalitos kinder garden,santiago de surco,avenida ayacucho 372,inicial - cuna jardin,privada - particular,-12.14051,-77.00015
12128,saco oliveros de monterrico,santiago de surco,jiron cristobal de peralta mz a lote 1 y 2,primaria,privada - particular,-12.09924,-76.97933
12130,sagitario,santiago de surco,mz a18 lote 29,inicial - jardin,privada - particular,-12.1647,-76.99452
12134,sakura,santiago de surco,calle loma ponciana y loma andina mz g lote 57,inicial - jardin,privada - particular,-12.13446,-76.98627
12135,salcantay,santiago de surco,jiron pio xii 383 - 371,inicial - cuna jardin,privada - particular,-12.09796,-76.96515
12138,samael,santiago de surco,avenida maria parado de bellido 420,inicial - jardin,privada - particular,-12.14941,-77.01319
12139,san agustin de monterrico,santiago de surco,mz c-2 lote 1,secundaria,privada - particular,-12.14657,-76.98265
12142,san agustin de surco,santiago de surco,avenida javier prado este 4525-4511,basica alternativa - avanzado,privada - particular,-12.08358,-76.97374
12144,san antonio s.a.c.,santiago de surco,avenida benavides 3892,basica alternativa - avanzado,privada - particular,-12.12858,-76.99472
12148,san gabino,santiago de surco,villa fap san gabino,inicial - cuna jardin,publica - otro sector publico,-12.15381,-76.99274
12149,san jose de los ninos,santiago de surco,mz d-3 lote 6,inicial - jardin,privada - particular,-12.14508,-77.01136
12150,san jose de monterrico,santiago de surco,jiron tomasal 355,inicial - jardin,privada - particular,-12.10991,-76.96776
12153,san juan de dios,santiago de surco,jiron marte 153,primaria,privada - particular,-12.14689,-76.99258
12155,san marcos de monterrico,santiago de surco,calle las azucenas 108,secundaria,privada - particular,-12.1277,-76.97418
12165,santa luisa de la torre,santiago de surco,avenida roosevelt 1069,secundaria,privada - particular,-12.14714,-77.01535
12168,santa margarita,santiago de surco,avenida manuel olguin 961,inicial - jardin,privada - particular,-12.10094,-76.973
12171,santa maria de surco,santiago de surco,jose galvez 371,inicial - jardin,privada - particular,-12.14692,-77.003
12174,santa maria de villa,santiago de surco,calle 7 mz a lote 18,inicial - jardin,privada - particular,-12.09406,-76.96327
12183,santa teresita del nino jesus,santiago de surco,pazos mz b lote 4,primaria,privada - particular,-12.1506,-77.01572
12191,santo cristo,santiago de surco,calle alemania s/n mz e lote 06,inicial - jardin,privada - particular,-12.14745,-77.00379
12192,santo cristo i,santiago de surco,jiron santo cristo s/n mz a lote 13,inicial - jardin,privada - particular,-12.14787,-77.00356
12198,spiel und spass,santiago de surco,calle fernando castrat 127-131,inicial - jardin,privada - particular,-12.13256,-76.99763
12199,st gospa school,santiago de surco,avenida jorge chavez 1124,primaria,privada - particular,-12.14832,-77.01031
12201,talentos nursery school,santiago de surco,calle cesar vallejo esquina con ivan huertas 336,inicial - jardin,privada - particular,-12.14007,-76.98948
12202,tecnico fap manuel polo jimenez,santiago de surco,calle cohete 102,inicial - jardin,publica - otro sector publico,-12.14583,-77.01345
12205,tic tac toe,santiago de surco,jiron tomasal esquina con el jr las colinas 707,inicial - cuna jardin,privada - particular,-12.11384,-76.96891
12207,trener de monterrico,santiago de surco,calle f 130,secundaria,privada - particular,-12.12084,-76.97656
12210,trilce caminos del inca,santiago de surco,avenida caminos del inca 3272 mz 04 lote 14-15,primaria,privada - particular,-12.14414,-76.9855
12211,trilce marsano,santiago de surco,"carretera panamericana sur s/n mz w-4 lote 1,2,3 y 22 etapa iii",secundaria,privada - particular,-12.14761,-76.98304
12212,two sisters,santiago de surco,avenida la floresta 331 sector camacho zona 9,inicial - cuna jardin,privada - particular,-12.07865,-76.97406
12213,urpi wassi,santiago de surco,calle talara 115,inicial - cuna jardin,publica - otro sector publico,-12.14404,-76.9865
12214,villa alegre,santiago de surco,avenida vista alegre,inicial - jardin,privada - particular,-12.16562,-76.99159
12237,volantin,santiago de surco,calle quiroga 595,inicial - cuna jardin,privada - particular,-12.11996,-76.99154
12238,yachayhuasi,santiago de surco,avenida los pinos s/n mz l lote 7,secundaria,privada - particular,-12.20267,-76.97806
12240,nuestra senora de las nieves,santiago de surco,jiron los cerezos 370,inicial - cuna jardin,privada - particular,-12.12754,-76.97335
12241,la casa dei bambini,surquillo,calle laurel rosa - pablo blanco 200-290,inicial - jardin,privada - particular,-12.124,-77.0021
12242,53 mi ninito jesus,surquillo,calle escorpion mz d lote 7,inicial - cuna jardin,publica - sector educacion,-12.11819572,-77.00467505
12243,542 los sauces,surquillo,calle las casuarinas mz p lote 20,inicial - cuna jardin,publica - sector educacion,-12.1219,-77.0025
12244,556 nino jesus de dammert muelle,surquillo,plaza de la de la integracion s/n,inicial - cuna jardin,publica - sector educacion,-12.10676,-77.02536
12245,6049 ricardo palma,surquillo,avenida angamos este s/n,inicial - jardin,publica - sector educacion,-12.11269,-77.01598
12249,7012 jesus de la misericordia,surquillo,jiron san miguel 840,primaria,publica - sector educacion,-12.11261,-77.0222
12250,7014 vasil levski,surquillo,avenida las magnolias s/n,primaria,publica - sector educacion,-12.12184,-77.00317
12252,7022 alberth einstein,surquillo,avenida albert einstein 474,primaria,publica - sector educacion,-12.11506,-77.00569
12253,7024 san lorenzo,surquillo,jiron san lorenzo 972,primaria,publica - sector educacion,-12.11112,-77.01709
12255,7027 nuestra senora de la alegria,surquillo,avenida francisco moreno 450,primaria,publica - sector educacion,-12.1164,-77.02383
12256,7028 marco antonio schenone oliva,surquillo,pasaje san alberto y san felipe,primaria,publica - sector educacion,-12.11528,-77.01486
12258,7031 reyna de la familia,surquillo,villa victoria,inicial - jardin,publica - sector educacion,-12.10955,-77.01136
12260,79 virgen del carmen,surquillo,parque pirandello cdra 1 parque villa victoria s/n,inicial - cuna jardin,publica - sector educacion,-12.10967,-77.01338
12261,ama,surquillo,avenida guardia civil 1321,basica alternativa - avanzado,privada - particular,-12.10665464,-77.01645613
12263,apresto,surquillo,avenida alfa gemelos 142,inicial - cuna jardin,privada - particular,-12.11734,-77.00434
12264,carmelitas de san carlos,surquillo,calle mariano jurado de los reyes 364,primaria,privada - particular,-12.11444,-77.02251
12266,cigamiga,surquillo,jiron fco moreno 469,inicial - jardin,privada - particular,-12.11614,-77.02403
12267,creciendo entre juegos y sonrisas,surquillo,calle andrea de sarto mz l2 lote 14,inicial - jardin,privada - particular,-12.11413,-76.997
12268,d' pequenitos,surquillo,avenida villaran 759,inicial - jardin,privada - particular,-12.12312,-77.00136
12273,gotitas de amor de jesus,surquillo,calle colina 1312,inicial - jardin,privada - particular,-12.11804,-77.01716
12275,inen,surquillo,avenida angamos este 2560,inicial - cuna jardin,publica - otro sector publico,-12.11187,-76.99832
12276,ingenio,surquillo,jiron los paujiles 261,inicial - jardin,privada - particular,-12.10279,-77.02002
12280,la divina providencia,surquillo,avenida angamos este 2296,secundaria,publica - sector educacion,-12.11229,-77.00615
12281,las gaviotas,surquillo,avenida las gaviotas 140,inicial - cuna jardin,privada - particular,-12.10394,-77.02159
12283,luz y vida,surquillo,avenida williams 216,inicial - jardin,privada - particular,-12.11349,-77.00117
12284,magister dei,surquillo,avenida angamos este 2536 mz e-1 lote 26,secundaria,privada - particular,-12.11203,-77.00144
12289,mis pequenas manitos,surquillo,avenida sergio bernales lastre 516,inicial - cuna jardin,privada - particular,-12.11751,-77.0138
12290,miss sonrisas,surquillo,calle marie curie mz j lote 3,inicial - cuna jardin,privada - particular,-12.11714,-76.99734
12292,ninos sonrientes,surquillo,calle alfa orion s/n mz k lote 03,inicial - jardin,privada - particular,-12.11618,-77.00448
12294,palomitas del jardin de la amistad,surquillo,calle las palomas 213-217,inicial - cuna jardin,privada - particular,-12.10649,-77.02571
12295,pead unidos,surquillo,avenida las tiendas 237,basica alternativa - avanzado,privada - particular,-12.1038,-77.02127
12299,sakura infantil,surquillo,pasaje el laurel 266,inicial - jardin,privada - particular,-12.12137,-77.00361
12303,san jose y el redentor surquillo,surquillo,calle los halcones 654,inicial - cuna jardin,privada - particular,-12.10266,-77.01947
12307,santa cecilia de la calera,surquillo,calle gabriela mistral y daniel cruz mz k lote 1,secundaria,privada - particular,-12.11488,-77.00426
12309,santa maria college,surquillo,calle andres luna 256,primaria,privada - particular,-12.11594,-77.00832
12311,santa maria josefa rossello,surquillo,avenida victor alzamora 326,inicial - jardin,privada - particular,-12.11549,-77.01242
12317,santo grial,surquillo,jiron octavio paz 187-189,primaria,privada - particular,-12.1145,-77.00634
12319,sor querubina de san pedro,surquillo,avenida el sauce 421,inicial - jardin,privada - parroquial,-12.12276,-76.99994
12322,tarpuy kusiy,surquillo,calle felipe durand 146,inicial - cuna jardin,privada - particular,-12.11667,-77.01439
12324,trazos,surquillo,calle el cerezo 270 - 272,inicial - jardin,privada - particular,-12.11788,-77.00231
12327,hipolito unanue sede las brisas,ves,avenida maria reiche s/n sector 2,inicial - jardin,privada - particular,-12.24419884,-76.92029357
12329,517 mis pequenitos angelitos,ves,carretera central sector 3,inicial - jardin,publica - sector educacion,-12.21541,-76.93717
12330,526 santisima virgen del perpetuo socorro,ves,parque central sector 2,inicial - jardin,publica - sector educacion,-12.21002,-76.9401
12331,557,ves,mz n etapa i,inicial - jardin,publica - sector educacion,-12.2286,-76.92331
12332,558 casa montessori,ves,mz u lote 63 etapa ii,inicial - jardin,publica - sector educacion,-12.2322,-76.92093
12333,6004 santiago antunez de mayolo,ves,mz n lote 03 sector 5,primaria,publica - sector educacion,-12.19548,-76.96105
12335,6048 jorge basadre,ves,avenida micaela bastidas s/n sector 2,secundaria,publica - sector educacion,-12.2074,-76.94711
12338,6062 peru eeuu,ves,avenida micaela bastidas grupo 24 sector i,inicial - jardin,publica - sector educacion,-12.19948,-76.95185
12341,6063 jose carlos mariategui,ves,avenida el sol s/n sector 2,inicial - jardin,publica - sector educacion,-12.20085,-76.94336
12344,6064 francisco bolognesi,ves,avenida jorge chavez s/n sector 2,primaria,publica - sector educacion,-12.21011,-76.93622
12347,6065 peru inglaterra,ves,calle santa rosa s/n sector 2,inicial - jardin,publica - sector educacion,-12.2076,-76.9419
12351,6066 villa el salvador,ves,avenida los alamos s/n sector 2,primaria,publica - sector educacion,-12.21334,-76.93987
12353,6067 juan velasco alvarado,ves,avenida central /talara s/n sector 3,secundaria,publica - sector educacion,-12.22465,-76.92738
12355,6068 manuel gonzales prada,ves,avenida los alamos s/n sector 3,secundaria,publica - sector educacion,-12.22581,-76.93209
12358,6069 pachacutec,ves,avenida las americas s/n sector 3,basica alternativa - avanzado,publica - sector educacion,-12.21846,-76.93606
12361,6070 heroes del alto cenepa,ves,avenida modelo s/n sector 1,secundaria,publica - sector educacion,-12.19135,-76.95236
12364,6071 republica federal de alemania,ves,sector 6 sector 6,primaria,publica - sector educacion,-12.2239,-76.94643
12367,6076 republica de nicaragua,ves,avenida micaela bastidas grupo 26 sector 3,secundaria,publica - sector educacion,-12.2201,-76.93966
12369,6080 rosa de america,ves,avenida revolucion mz q1 lote 1 sector 1,primaria,publica - sector educacion,-12.19712,-76.94673
12372,6099 mi mundo de colores,ves,grupo 2a s/n sector 6,inicial - cuna jardin,publica - sector educacion,-12.21089,-76.9536
12373,6099 peru espana,ves,grupo 2a s/n sector 6,primaria,publica - sector educacion,-12.21089,-76.9536
12375,628,ves,mz i2 lote 29 etapa iv sector 1,inicial - jardin,publica - sector educacion,-12.21923,-76.92286
12376,632,ves,calle seis mz j lote 10,inicial - jardin,publica - sector educacion,-12.19403,-76.96238
12377,650 santa ana,ves,mz k1 lote 2a sector 1,inicial - jardin,publica - sector educacion,-12.19657,-76.95153
12378,651,ves,grupo 14 mz c1 lote 2 sector 3,inicial - cuna jardin,publica - sector educacion,-12.21774,-76.93546
12379,652,ves,parque central sector 3,inicial - cuna jardin,publica - sector educacion,-12.22285,-76.9393
12380,652 02 santa rosa de lima,ves,mz s etapa iv sector 2,inicial - jardin,publica - sector educacion,-12.23838,-76.92429
12381,652 03 san martin de porres,ves,barrio 2 etapa iv sector 2,inicial - jardin,publica - sector educacion,-12.23834,-76.91759
12382,652 04 villa el rosal,ves,parcela 3 mz 59 sector 2,inicial - jardin,publica - sector educacion,-12.21595,-76.92576
12383,652 10,ves,avenida las palmas s/n lote 3 sector 8,inicial - cuna jardin,publica - sector educacion,-12.1913,-76.94121
12384,652 11 pequenos querubines,ves,lote a sector 6,inicial - jardin,publica - sector educacion,-12.21539,-76.94935
12385,652 22 senor de los milagros,ves,parque central 21a sector 2,inicial - jardin,publica - sector educacion,-12.20616,-76.95102
12386,652 23 los portales,ves,grupo 3c mz b lote 14 etapa iv,inicial - jardin,publica - sector educacion,-12.23712,-76.91462
12387,652 24,ves,mz o sector 6,inicial - jardin,publica - sector educacion,-12.21488,-76.95469
12388,652 31 mi segundo hogar,ves,parque central grupo 12 sector 3,inicial - jardin,publica - sector educacion,-12.2262,-76.92703
12389,652-17 capullito,ves,calle g mz s etapa iv sector 1,inicial - jardin,publica - sector educacion,-12.22614,-76.9205
12390,677 mi segundo hogar,ves,mz e lote 17 etapa iv sector 2,inicial - jardin,publica - sector educacion,-12.24169,-76.91782
12391,7072 san martin de porres,ves,avenida revolucion mz a,inicial - jardin,publica - sector educacion,-12.19936,-76.94483
12394,7077 virgen del carmen,ves,avenida el sol seis mz g1 lote 2,secundaria,publica - sector educacion,-12.21796,-76.96735
12397,7084 peruano suizo,ves,mz s lote 01 etapa i,secundaria,publica - sector educacion,-12.22934,-76.92323
12400,7090 forjadores del peru,ves,parque industrial sector 8,secundaria,publica - sector educacion,-12.19227,-76.94151
12402,7091 republica del peru,ves,mz e sector 7,secundaria,publica - sector educacion,-12.22856,-76.94364
12405,7092 juan pablo ii,ves,avenida central sector 1,primaria,publica - sector educacion,-12.18848,-76.94866
12407,7093 republica de francia,ves,avenida micaela bastidas / talara s/n sector 3,primaria,publica - sector educacion,-12.2293,-76.93405
12409,7094 sasakawa,ves,avenida el sol / pastor sevilla,secundaria,publica - sector educacion,-12.20551,-76.95434
12412,7095 peru italia,ves,parque central,primaria,publica - sector educacion,-12.19393,-76.95851
12414,7096 principe de asturias,ves,avenida cesar vallejo s/n sector 6,primaria,publica - sector educacion,-12.21975,-76.94824
12418,7097 villa amstelveen,ves,carretera central s/n sector 3,inicial - jardin,publica - sector educacion,-12.21664,-76.93278
12420,7213 peruano japones,ves,avenida 200 millas s/n sector 1,primaria,publica - sector educacion,-12.2248,-76.9204
12422,7215 naciones unidas,ves,mz k lote 1 etapa iv sector 2,primaria,publica - sector educacion,-12.2369,-76.92089
12424,7216,ves,villa de jesus sector 5,inicial - jardin,publica - sector educacion,-12.19661,-76.96223
12426,7224 elias remigio aguirre romero,ves,barrio 2 etapa iv,primaria,publica - sector educacion,-12.23982,-76.91742
12428,7228 peruano canadiense,ves,pachacamac etapa iv sector 3,primaria,publica - sector educacion,-12.23977,-76.92488
12430,7232 daniel alcides carrion,ves,mz o sector 6,primaria,publica - sector educacion,-12.21488,-76.95469
12432,7234,ves,avenida las palmeras y los alamos,secundaria,publica - sector educacion,-12.248,-76.93124
12434,7234 las palmeras,ves,avenida las palmeras y los alamos,inicial - jardin,publica - sector educacion,-12.248,-76.93124
12435,7236 max uhle,ves,brisas de pachacamac sector 2,primaria,publica - sector educacion,-12.24546,-76.91862
12437,7237 peru valladolid,ves,grupo 2 mz f-1 sector 10,inicial - jardin,publica - sector educacion,-12.24054,-76.93255
12440,7238 solidaridad peru alemania,ves,mz e sector 9,inicial - jardin,publica - en convenio,-12.23802,-76.93899
12443,7240 jesus de nazareth,ves,edilberto ramos 1 sector 1,secundaria,publica - sector educacion,-12.24413,-76.92919
12446,7241,ves,carretera panamericana sur km 23,inicial - jardin,publica - sector educacion,-12.24311,-76.94398
12448,7242 divino maestro,ves,parcela 3a subparcela 1 mz i lote 1 etapa iv,primaria,publica - sector educacion,-12.21428,-76.92733
12450,7243 rey juan carlos de borbon,ves,mz a3 lote 45 etapa iv,inicial - jardin,publica - sector educacion,-12.23313795,-76.9137799
12453,adventista salvador,ves,avenida micaela bastidas s/n mz m lote 14 sector 1,primaria,privada - particular,-12.19922,-76.95228
12456,alamo,ves,avenida jose carlos mariategui mz e lote 04-a sector 3,inicial - jardin,privada - particular,-12.22172,-76.93427
12457,albin's school,ves,mz b lote 16 sector 1,inicial - jardin,privada - particular,-12.20602,-76.97165
12467,almirante guillermo brown,ves,mz g lote 1 sector 2,secundaria,privada - particular,-12.20521,-76.93652
12469,american sistems,ves,mz e lote 40 etapa iv sector 2,inicial - jardin,privada - particular,-12.24156,-76.92463
12472,amigos de villa,ves,mz e lote 22 sector 3,inicial - jardin,privada - particular,-12.22914,-76.93104
12479,arenitas del mar,ves,parque metropolitano de pachacamac mz b lote 2 y 3,inicial - jardin,privada - particular,-12.24681,-76.92182
12481,ascension school unicachi,ves,avenida los algarrobos parcela 04 mz e sector 1,inicial - jardin,privada - particular,-12.2013,-76.96618
12484,astro rey,ves,mz j lote 43 etapa iii,primaria,privada - particular,-12.22221,-76.92792
12486,baby kinder,ves,mz i lote 5 sector 1,inicial - jardin,privada - particular,-12.19404,-76.95153
12493,be happy,ves,mz o lote 7 sector 6,inicial - jardin,privada - particular,-12.22051,-76.94679
12494,beato josemaria,ves,avenida maria elena moyano mz i lote 20 zona 6,inicial - jardin,privada - particular,-12.2161,-76.9518
12502,britanico,ves,mz q' lote 24 etapa iv,primaria,privada - particular,-12.23634,-76.92328
12503,california school,ves,mz l lote 9-10 etapa 3,inicial - jardin,privada - particular,-12.20633,-76.96983
12506,caminitos de villa,ves,mz e lote 33 etapa ii,inicial - jardin,privada - particular,-12.19764,-76.95526
12508,carmelitas school,ves,mz e lote 10 sector primer,inicial - jardin,privada - particular,-12.19748,-76.94676
12510,casa abierta,ves,mz b lote 02 etapa iv sector 3,inicial - jardin,privada - parroquial,-12.23836,-76.91908
12511,casa abierta de nazareth,ves,subparc b lote 7,primaria,privada - parroquial,-12.23836,-76.91908
12515,cayetano heredia ii,ves,grupo 3 mz e lote 1-2 sector 9,secundaria,privada - particular,-12.24004,-76.93121
12516,cesar vallejo de villa,ves,mz b lote 22 sector 1,inicial - jardin,privada - particular,-12.19005,-76.94779
12522,corazon de fatima,ves,mz f lote 7,inicial - jardin,privada - particular,-12.21281,-76.95464
12524,corazon de jesus de oasis,ves,mz d lote 13-15 sector 10,secundaria,privada - particular,-12.23932,-76.93528
12527,coronel leoncio prado,ves,mz n lote 29-31 etapa iv,secundaria,privada - particular,-12.23605,-76.92259
12530,corporacion educativa the happy world of the children sac,ves,grupo 23 mz l lote 6 sector 1,primaria,privada - particular,-12.19773,-76.95499
12532,corporacion mijoly e.i.r.l.,ves,mz i lote 18,primaria,privada - particular,-12.20421,-76.95124
12533,cosmos de villa,ves,barrio 3 mz m lote 36 etapa iv sector 2,secundaria,privada - particular,-12.23927,-76.92647
12536,cristiana alvin murray,ves,mz j lote 17 sector 7,inicial - jardin,privada - particular,-12.18407,-76.97976
12538,cristo el salvador,ves,lote 2 sector 3,secundaria,privada - particular,-12.22343,-76.93093
12543,cristo redentor de villa,ves,mz c lote 11 sector 1,inicial - jardin,privada - particular,-12.18684,-76.94683
12545,cristo rey de villa,ves,calle santa rosa mz c lote 16-17 sector 2,inicial - jardin,privada - particular,-12.20437,-76.93648
12552,divina virgen de guadalupe,ves,mz e lote 11 sector 3,primaria,privada - particular,-12.22117,-76.9403
12553,divine grace,ves,mz g lote 8,inicial - jardin,privada - particular,-12.19227,-76.9539
12563,el alba,ves,mz i lote i sector 2,secundaria,privada - particular,-12.21232,-76.93663
12568,el carmelo de villa,ves,mz o lote 21 sector 3,inicial - jardin,privada - particular,-12.21835,-76.94393
12574,el mundo nuevo,ves,mz i lote 10,primaria,privada - particular,-12.22266,-76.95143
12575,el mundo nuevo de villa,ves,mz m lote 18 sector 6,secundaria,privada - particular,-12.2216,-76.94977
12576,el nazareno de villa,ves,mz g lote 16 sector 9,primaria,privada - particular,-12.23378,-76.94313
12577,el nazareno de villa i,ves,mz g lote 12 sector 9,inicial - jardin,privada - particular,-12.23369,-76.94287
12578,el paraiso de los ninos del mundo nuevo,ves,mz m lote 15 sector 6,inicial - jardin,privada - particular,-12.22142,-76.94965
12579,el triunfo de cristo,ves,mz m-3 lote 05 sector 3,primaria,privada - particular,-12.21726,-76.93711
12582,el universo,ves,avenida 1 de mayo 1171 mz n lote 18,primaria,privada - particular,-12.19594,-76.95324
12584,elias aguirre,ves,mz n lote 40,inicial - jardin,privada - particular,-12.2281,-76.9236
12587,elias aguirre i,ves,"mz p lote 12,13,14 etapa i sector iv",primaria,privada - particular,-12.22815,-76.92368
12588,emilia barcia bonifatti,ves,sector 2 sector 2,inicial - cuna jardin,privada - particular,-12.20637,-76.94044
12592,emmi pikler,ves,avenida el sol mz p lote 11 sector 2,inicial - jardin,privada - particular,-12.2048,-76.94964
12596,fe y alegria 17,ves,avenida revolucion s/n sector 3,secundaria,publica - en convenio,-12.21903,-76.93344
12599,fortein kids,ves,avenida 1 de mayo 1280 mz g lote 15 sector 1,primaria,privada - particular,-12.19623,-76.95491
12604,geniomath brisas,ves,max uhle s/n mz q lote 15 etapa iv,primaria,privada - particular,-12.24433,-76.91868
12606,global school,ves,mz l lote 27 sector 13,inicial - jardin,privada - particular,-12.21578,-76.93786
12608,gloria de villa,ves,mz f lote 23 sector 7,inicial - jardin,privada - particular,-12.22894,-76.94015
12610,gotitas de colores,ves,mz c lote 10 sector 5,inicial - jardin,privada - particular,-12.1948,-76.96955
12614,happiness world,ves,mz o lote 2 sector 2,inicial - jardin,privada - particular,-12.2129,-76.94726
12616,happiness world i,ves,mz o lote 1a-2 sector 2,inicial - jardin,privada - particular,-12.21289,-76.94717
12618,happy face,ves,mz m lote 34,inicial - jardin,privada - particular,-12.23117,-76.92502
12619,henri fayol,ves,jiron bolivar mz f lote 15-16 sector 6,inicial - jardin,privada - particular,-12.22449,-76.95025
12621,heroes del pacifico tecnologic school,ves,mz o lote 1 etapa iii sector 3,inicial - jardin,privada - particular,-12.17166,-76.96772
12624,hipolito unanue lima sur,ves,mz n lote 1- 24 sector 2,inicial - jardin,privada - particular,-12.21528,-76.94506
12625,hogar montessori,ves,mz h lote 35-36 etapa iv,primaria,privada - particular,-12.23052,-76.91786
12627,houston,ves,grupo 2 mz a lote 11,secundaria,privada - particular,-12.23074,-76.94776
12632,illary,ves,mz b lote 26,inicial - jardin,privada - particular,-12.19305,-76.96129
12633,ingenieria,ves,mz p lote 1 sector 3,secundaria,privada - particular,-12.22197,-76.93304
12636,ingenieria de carmelitas ii,ves,avenida los alamos s/n mz b lote 9 sector 3,inicial - jardin,privada - particular,-12.21526,-76.93902
12638,integra college,ves,mz q lote 6,secundaria,privada - particular,-12.19733,-76.95925
12643,internacional elim - cenepa,ves,"mz d lote 4,7,8 y 1",inicial - jardin,privada - particular,-12.24849,-76.93097
12647,james thompson,ves,grupo 13 mz n lote 1 sector 3 pp.jj.,inicial - jardin,privada - particular,-12.21743,-76.93042
12655,jean piaget de pachacamac,ves,barrio 2 mz f lote 36 etapa iv zona 1,inicial - jardin,privada - particular,-12.22147,-76.92303
12661,jesus es mi rey,ves,mz d-11 lote 24-25-26 sector 7,inicial - jardin,privada - particular,-12.2361,-76.93945
12664,"jesus, fuentes de vida eterna",ves,rinconada de villa mz a lote 6,inicial - jardin,privada - particular,-12.21452,-76.97583
12671,jorge chavez,ves,barrio i mz o lote 11-13 etapa iv sector 2,secundaria,privada - particular,-12.23642,-76.92186
12674,jorge chavez i,ves,avenida cesar vallejo mz n lote 13 sector 3,inicial - jardin,privada - particular,-12.21747,-76.94312
12676,jose antonio encinas franco,ves,mz g lote 17,inicial - cuna jardin,privada - particular,-12.19783,-76.96007
12678,jose baquijano y carrillo,ves,mz w lote 60 etapa iii,primaria,privada - particular,-12.22392,-76.92676
12680,jose de arimatea,ves,mz a lote 1-24,inicial - jardin,privada - particular,-12.20378,-76.942
12683,jose de arimatea ii,ves,mz c lote 2 sector 2,secundaria,privada - particular,-12.20358,-76.94196
